Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
1|1|1|16|Foolish|ASHANTI|2002-02-16|78|1|32|20020601
1|1|1|15|Foolish|ASHANTI|2002-02-16|78|1|32|20020525
1|1|1|14|Foolish|ASHANTI|2002-02-16|78|1|32|20020518
1|1|1|13|Foolish|ASHANTI|2002-02-16|78|1|32|20020511
1|1|1|12|Foolish|ASHANTI|2002-02-16|78|1|32|20020504
1|1|1|11|Foolish|ASHANTI|2002-02-16|78|1|32|20020427
1|3|1|10|Foolish|ASHANTI|2002-02-16|78|1|32|20020420
1|1|1|16|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20020413
1|1|1|15|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20020406
1|1|1|14|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20020330
1|1|1|13|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20020323
1|1|1|12|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20020316
1|3|1|11|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20020309
1|1|1|16|Always On Time|JA RULE featuring ASHANTI|2001-11-17|84|1|27|20020302
1|3|1|15|Always On Time|JA RULE featuring ASHANTI|2001-11-17|84|1|27|20020223
1|1|1|22|U Got It Bad|USHER|2001-09-22|93|1|32|20020216
1|1|1|21|U Got It Bad|USHER|2001-09-22|93|1|32|20020209
1|1|1|20|U Got It Bad|USHER|2001-09-22|93|1|32|20020202
1|1|1|19|U Got It Bad|USHER|2001-09-22|93|1|32|20020126
1|2|1|18|U Got It Bad|USHER|2001-09-22|93|1|32|20020119
1|1|1|19|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20020112
1|1|1|18|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20020105
1|1|1|17|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20011229
1|3|1|16|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20011222
1|2|1|13|U Got It Bad|USHER|2001-09-22|93|1|32|20011215
1|1|1|20|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011208
1|1|1|19|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011201
1|1|1|18|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011124
1|1|1|17|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011117
1|1|1|16|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011110
1|3|1|15|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011103
1|1|1|17|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20011027
1|2|1|16|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20011020
1|1|1|18|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20011013
1|1|1|17|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20011006
1|2|1|16|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20010929
1|1|1|12|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20010922
1|1|1|11|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20010915
1|2|1|10|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20010908
1|1|1|12|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20010901
1|1|1|11|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20010825
1|7|1|10|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20010818
1|1|1|10|Bootylicious|DESTINY'S CHILD|2001-06-09|66|1|19|20010811
1|7|1|9|Bootylicious|DESTINY'S CHILD|2001-06-09|66|1|19|20010804
1|1|1|7|U Remind Me|USHER|2001-06-16|53|1|24|20010728
1|1|1|6|U Remind Me|USHER|2001-06-16|53|1|24|20010721
1|1|1|5|U Remind Me|USHER|2001-06-16|53|1|24|20010714
1|21|1|4|U Remind Me|USHER|2001-06-16|53|1|24|20010707
1|1|1|12|Lady Marmalade|CHRISTINA AGUILERA, LIL' KIM, MYA & PINK|2001-04-14|70|1|20|20010630
1|1|1|11|Lady Marmalade|CHRISTINA AGUILERA, LIL' KIM, MYA & PINK|2001-04-14|70|1|20|20010623
1|1|1|10|Lady Marmalade|CHRISTINA AGUILERA, LIL' KIM, MYA & PINK|2001-04-14|70|1|20|20010616
1|1|1|9|Lady Marmalade|CHRISTINA AGUILERA, LIL' KIM, MYA & PINK|2001-04-14|70|1|20|20010609
1|3|1|8|Lady Marmalade|CHRISTINA AGUILERA, LIL' KIM, MYA & PINK|2001-04-14|70|1|20|20010602
1|1|1|11|All For You|JANET|2001-03-17|14|1|22|20010526
1|1|1|10|All For You|JANET|2001-03-17|14|1|22|20010519
1|1|1|9|All For You|JANET|2001-03-17|14|1|22|20010512
1|1|1|8|All For You|JANET|2001-03-17|14|1|22|20010505
1|1|1|7|All For You|JANET|2001-03-17|14|1|22|20010428
1|1|1|6|All For You|JANET|2001-03-17|14|1|22|20010421
1|2|1|5|All For You|JANET|2001-03-17|14|1|22|20010414
1|2|1|14|Butterfly|CRAZY TOWN|2001-01-06|75|1|23|20010407
1|2|1|14|Angel|SHAGGY featuring RAYVON|2000-12-30|81|1|28|20010331
1|2|1|12|Butterfly|CRAZY TOWN|2001-01-06|75|1|23|20010324
1|1|1|11|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010317
1|1|1|10|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010310
1|1|1|9|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010303
1|2|1|8|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010224
1|2|1|15|Ms. Jackson|OUTKAST|2000-11-11|55|1|23|20010217
1|1|1|15|It Wasn't Me|SHAGGY featuring RICARDO "RIKROK" DUCENT|2000-11-04|57|1|25|20010210
1|2|1|14|It Wasn't Me|SHAGGY featuring RICARDO "RIKROK" DUCENT|2000-11-04|57|1|25|20010203
1|1|1|19|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20010127
1|1|1|18|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20010120
1|1|1|17|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20010113
1|1|1|16|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20010106
1|1|1|15|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001230
1|1|1|14|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001223
1|1|1|13|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001216
1|1|1|12|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001209
1|1|1|11|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001202
1|1|1|10|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001125
1|5|1|9|Independent Women Part I|DESTINY'S CHILD|2000-09-23|78|1|28|20001118
1|3|1|27|With Arms Wide Open|CREED|2000-05-13|84|1|47|20001111
1|1|1|14|Come On Over (All I Want Is You)|CHRISTINA AGUILERA|2000-08-05|57|1|21|20001104
1|1|1|13|Come On Over (All I Want Is You)|CHRISTINA AGUILERA|2000-08-05|57|1|21|20001028
1|1|1|12|Come On Over (All I Want Is You)|CHRISTINA AGUILERA|2000-08-05|57|1|21|20001021
1|11|1|11|Come On Over (All I Want Is You)|CHRISTINA AGUILERA|2000-08-05|57|1|21|20001014
1|1|1|9|Music|MADONNA|2000-08-12|41|1|24|20001007
1|1|1|8|Music|MADONNA|2000-08-12|41|1|24|20000930
1|1|1|7|Music|MADONNA|2000-08-12|41|1|24|20000923
1|2|1|6|Music|MADONNA|2000-08-12|41|1|24|20000916
1|1|1|13|Doesn't Really Matter|JANET JACKSON|2000-06-17|59|1|24|20000909
1|1|1|12|Doesn't Really Matter|JANET JACKSON|2000-06-17|59|1|24|20000902
1|5|1|11|Doesn't Really Matter|JANET JACKSON|2000-06-17|59|1|24|20000826
1|1|1|9|Incomplete|SISQO|2000-06-24|77|1|26|20000819
1|2|1|8|Incomplete|SISQO|2000-06-24|77|1|26|20000812
1|1|1|14|It's Gonna Be Me|'N SYNC|2000-05-06|82|1|25|20000805
1|4|1|13|It's Gonna Be Me|'N SYNC|2000-05-06|82|1|25|20000729
1|6|1|13|Bent|MATCHBOX 20|2000-04-29|60|1|39|20000722
1|6|1|26|Everything You Want|VERTICAL HORIZON|2000-01-22|70|1|41|20000715
1|1|1|15|Be With You|ENRIQUE IGLESIAS|2000-04-01|63|1|20|20000708
1|1|1|14|Be With You|ENRIQUE IGLESIAS|2000-04-01|63|1|20|20000701
1|4|1|13|Be With You|ENRIQUE IGLESIAS|2000-04-01|63|1|20|20000624
1|6|1|14|Try Again|AALIYAH|2000-03-18|59|1|32|20000617
1|1|1|18|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000610
1|1|1|17|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000603
1|1|1|16|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000527
1|1|1|15|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000520
1|1|1|14|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000513
1|1|1|13|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000506
1|1|1|12|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000429
1|1|1|11|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000422
1|1|1|10|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000415
1|2|1|9|Maria Maria|SANTANA featuring THE PRODUCT G&B|2000-02-12|15|1|26|20000408
1|1|1|15|Say My Name|DESTINY'S CHILD|1999-12-25|83|1|32|20000401
1|1|1|14|Say My Name|DESTINY'S CHILD|1999-12-25|83|1|32|20000325
1|14|1|13|Say My Name|DESTINY'S CHILD|1999-12-25|83|1|32|20000318
1|1|1|12|Amazed|LONESTAR|1999-12-25|45|1|35|20000311
1|3|1|11|Amazed|LONESTAR|1999-12-25|45|1|35|20000304
1|2|1|19|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|20000226
1|2|1|9|Thank God I Found You|MARIAH CAREY featuring JOE & 98 DEGREES|1999-12-25|50|1|18|20000219
1|1|1|17|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|20000212
1|1|1|16|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|20000205
1|2|1|15|I Knew I Loved You|SAVAGE GARDEN|1999-10-23|71|1|33|20000129
1|1|1|7|What A Girl Wants|CHRISTINA AGUILERA|1999-12-11|28|1|22|20000122
1|11|1|6|What A Girl Wants|CHRISTINA AGUILERA|1999-12-11|28|1|22|20000115
1|1|1|24|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|20000108
1|1|1|23|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|20000101
1|1|1|22|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991225
1|1|1|21|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991218
1|1|1|20|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991211
1|1|1|19|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991204
1|1|1|18|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991127
1|1|1|17|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991120
1|1|1|16|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991113
1|1|1|15|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991106
1|1|1|14|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991030
1|3|1|13|Smooth|SANTANA featuring ROB THOMAS|1999-07-31|78|1|58|19991023
1|1|1|7|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|19991016
1|16|1|6|Heartbreaker|MARIAH CAREY featuring JAY-Z|1999-09-04|60|1|20|19991009
1|1|1|15|Unpretty|TLC|1999-06-26|76|1|32|19991002
1|1|1|14|Unpretty|TLC|1999-06-26|76|1|32|19990925
1|2|1|13|Unpretty|TLC|1999-06-26|76|1|32|19990918
1|1|1|10|Bailamos|ENRIQUE IGLESIAS|1999-07-10|63|1|20|19990911
1|2|1|9|Bailamos|ENRIQUE IGLESIAS|1999-07-10|63|1|20|19990904
1|1|1|9|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19990828
1|1|1|8|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19990821
1|1|1|7|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19990814
1|1|1|6|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19990807
1|3|1|5|Genie In A Bottle|CHRISTINA AGUILERA|1999-07-03|61|1|25|19990731
1|8|1|10|Wild Wild West|WILL SMITH featuring DRU HILL & KOOL MOE DEE|1999-05-22|32|1|17|19990724
1|2|1|5|Bills, Bills, Bills|DESTINY'S CHILD|1999-06-19|84|1|20|19990717
1|1|1|9|If You Had My Love|JENNIFER LOPEZ|1999-05-15|81|1|25|19990710
1|1|1|8|If You Had My Love|JENNIFER LOPEZ|1999-05-15|81|1|25|19990703
1|1|1|7|If You Had My Love|JENNIFER LOPEZ|1999-05-15|81|1|25|19990626
1|1|1|6|If You Had My Love|JENNIFER LOPEZ|1999-05-15|81|1|25|19990619
1|2|1|5|If You Had My Love|JENNIFER LOPEZ|1999-05-15|81|1|25|19990612
1|1|1|8|Livin' La Vida Loca|RICKY MARTIN|1999-04-17|54|1|20|19990605
1|1|1|7|Livin' La Vida Loca|RICKY MARTIN|1999-04-17|54|1|20|19990529
1|1|1|6|Livin' La Vida Loca|RICKY MARTIN|1999-04-17|54|1|20|19990522
1|1|1|5|Livin' La Vida Loca|RICKY MARTIN|1999-04-17|54|1|20|19990515
1|8|1|4|Livin' La Vida Loca|RICKY MARTIN|1999-04-17|54|1|20|19990508
1|1|1|11|No Scrubs|TLC|1999-02-20|67|1|28|19990501
1|1|1|10|No Scrubs|TLC|1999-02-20|67|1|28|19990424
1|1|1|9|No Scrubs|TLC|1999-02-20|67|1|28|19990417
1|8|1|8|No Scrubs|TLC|1999-02-20|67|1|28|19990410
1|1|1|16|Believe|CHER|1998-12-19|99|1|31|19990403
1|1|1|15|Believe|CHER|1998-12-19|99|1|31|19990327
1|1|1|14|Believe|CHER|1998-12-19|99|1|31|19990320
1|2|1|13|Believe|CHER|1998-12-19|99|1|31|19990313
1|1|1|14|Angel Of Mine|MONICA|1998-12-05|74|1|30|19990306
1|1|1|13|Angel Of Mine|MONICA|1998-12-05|74|1|30|19990227
1|1|1|12|Angel Of Mine|MONICA|1998-12-05|74|1|30|19990220
1|2|1|11|Angel Of Mine|MONICA|1998-12-05|74|1|30|19990213
1|1|1|12|... Baby One More Time|BRITNEY SPEARS|1998-11-21|17|1|32|19990206
1|3|1|11|... Baby One More Time|BRITNEY SPEARS|1998-11-21|17|1|32|19990130
1|1|1|8|Have You Ever?|BRANDY|1998-12-05|15|1|22|19990123
1|3|1|7|Have You Ever?|BRANDY|1998-12-05|15|1|22|19990116
1|1|1|6|I'm Your Angel|R KELLY|1998-12-05|1|1|18|19990109
1|1|1|5|I'm Your Angel|R KELLY|1998-12-05|1|1|18|19990102
1|1|1|4|I'm Your Angel|R KELLY|1998-12-05|1|1|18|19981226
1|1|1|3|I'm Your Angel|R KELLY|1998-12-05|1|1|18|19981219
1|1|1|2|I'm Your Angel|R KELLY|1998-12-05|1|1|18|19981212
1|NEW|1|1|I'm Your Angel|R KELLY|1998-12-05|1|1|18|19981205
1|2|1|12|Lately|DIVINE|1998-09-12|36|1|27|19981128
1|1|1|2|Doo Wop (That Thing)|LAURYN HILL|1998-11-14|1|1|21|19981121
1|NEW|1|1|Doo Wop (That Thing)|LAURYN HILL|1998-11-14|1|1|21|19981114
1|1|1|13|The First Night|MONICA|1998-08-15|14|1|23|19981107
1|1|1|12|The First Night|MONICA|1998-08-15|14|1|23|19981031
1|2|1|11|The First Night|MONICA|1998-08-15|14|1|23|19981024
1|2|1|3|One Week|BARENAKED LADIES|1998-10-03|3|1|20|19981017
1|1|1|9|The First Night|MONICA|1998-08-15|14|1|23|19981010
1|2|1|8|The First Night|MONICA|1998-08-15|14|1|23|19981003
1|1|1|4|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19980926
1|1|1|3|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19980919
1|1|1|2|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19980912
1|NEW|1|1|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19980905
1|1|1|14|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980829
1|1|1|13|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980822
1|1|1|12|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980815
1|1|1|11|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980808
1|1|1|10|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980801
1|1|1|9|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980725
1|1|1|8|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980718
1|1|1|7|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980711
1|1|1|6|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980704
1|1|1|5|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980627
1|1|1|4|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980620
1|1|1|3|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980613
1|23|1|2|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19980606
1|2|1|16|Too Close|NEXT|1998-02-14|45|1|53|19980530
1|2|1|3|My All|MARIAH CAREY|1998-05-09|2|1|20|19980523
1|1|1|14|Too Close|NEXT|1998-02-14|45|1|53|19980516
1|1|1|13|Too Close|NEXT|1998-02-14|45|1|53|19980509
1|1|1|12|Too Close|NEXT|1998-02-14|45|1|53|19980502
1|3|1|11|Too Close|NEXT|1998-02-14|45|1|53|19980425
1|1|1|4|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19980418
1|1|1|3|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19980411
1|15|1|2|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19980404
1|1|1|5|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980328
1|1|1|4|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980321
1|2|1|3|Gettin' Jiggy Wit It|WILL SMITH|1998-02-28|3|1|32|19980314
1|1|1|2|My Heart Will Go On|CELINE DION|1998-02-28|1|1|20|19980307
1|NEW|1|1|My Heart Will Go On|CELINE DION|1998-02-28|1|1|20|19980228
1|1|1|5|Nice & Slow|USHER|1998-01-24|9|1|23|19980221
1|2|1|4|Nice & Slow|USHER|1998-01-24|9|1|23|19980214
1|1|1|8|Together Again|JANET|1997-12-20|9|1|46|19980207
1|3|1|7|Together Again|JANET|1997-12-20|9|1|46|19980131
1|1|1|8|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980124
1|6|1|7|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19980117
1|1|1|14|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19980110
1|1|1|13|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19980103
1|1|1|12|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971227
1|1|1|11|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971220
1|1|1|10|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971213
1|1|1|9|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971206
1|1|1|8|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971129
1|1|1|7|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971122
1|1|1|6|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971115
1|1|1|5|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971108
1|1|1|4|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971101
1|1|1|3|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971025
1|1|1|2|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971018
1|NEW|1|1|Candle In The Wind 1997/Something About The Way You Look Ton|ELTON JOHN|1997-10-11|1|1|42|19971011
1|2|1|2|4 Seasons Of Loneliness|BOYZ II MEN|1997-09-27|2|1|20|19971004
1|1|1|3|Honey|MARIAH CAREY|1997-09-13|1|1|20|19970927
1|1|1|2|Honey|MARIAH CAREY|1997-09-13|1|1|20|19970920
1|NEW|1|1|Honey|MARIAH CAREY|1997-09-13|1|1|20|19970913
1|1|1|6|Mo Money Mo Problems|THE NOTORIOUS B.I.G. feat. PUFF DADDY & MASE|1997-08-02|4|1|30|19970906
1|2|1|5|Mo Money Mo Problems|THE NOTORIOUS B.I.G. feat. PUFF DADDY & MASE|1997-08-02|4|1|30|19970830
1|1|1|11|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970823
1|1|1|10|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970816
1|1|1|9|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970809
1|1|1|8|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970802
1|1|1|7|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970726
1|1|1|6|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970719
1|1|1|5|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970712
1|1|1|4|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970705
1|1|1|3|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970628
1|1|1|2|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970621
1|NEW|1|1|I'll Be Missing You|PUFF DADDY & FAITH EVANS featuring 112|1997-06-14|1|1|33|19970614
1|1|1|6|Mmmbop|HANSON|1997-05-03|16|1|22|19970607
1|1|1|5|Mmmbop|HANSON|1997-05-03|16|1|22|19970531
1|2|1|4|Mmmbop|HANSON|1997-05-03|16|1|22|19970524
1|1|1|4|Hypnotize|THE NOTORIOUS B.I.G.|1997-04-26|2|1|20|19970517
1|1|1|3|Hypnotize|THE NOTORIOUS B.I.G.|1997-04-26|2|1|20|19970510
1|2|1|2|Hypnotize|THE NOTORIOUS B.I.G.|1997-04-26|2|1|20|19970503
1|1|1|14|Can't Nobody Hold Me Down|PUFF DADDY featuring MASE|1997-01-25|32|1|28|19970426
1|1|1|13|Can't Nobody Hold Me Down|PUFF DADDY featuring MASE|1997-01-25|32|1|28|19970419
1|1|1|12|Can't Nobody Hold Me Down|PUFF DADDY featuring MASE|1997-01-25|32|1|28|19970412
1|1|1|11|Can't Nobody Hold Me Down|PUFF DADDY featuring MASE|1997-01-25|32|1|28|19970405
1|1|1|10|Can't Nobody Hold Me Down|PUFF DADDY featuring MASE|1997-01-25|32|1|28|19970329
1|2|1|9|Can't Nobody Hold Me Down|PUFF DADDY featuring MASE|1997-01-25|32|1|28|19970322
1|1|1|8|Wannabe|SPICE GIRLS|1997-01-25|11|1|23|19970315
1|1|1|7|Wannabe|SPICE GIRLS|1997-01-25|11|1|23|19970308
1|1|1|6|Wannabe|SPICE GIRLS|1997-01-25|11|1|23|19970301
1|2|1|5|Wannabe|SPICE GIRLS|1997-01-25|11|1|23|19970222
1|1|1|17|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970215
1|1|1|16|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970208
1|1|1|15|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970201
1|1|1|14|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970125
1|1|1|13|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970118
1|1|1|12|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970111
1|1|1|11|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19970104
1|1|1|10|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19961228
1|1|1|9|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19961221
1|1|1|8|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19961214
1|2|1|7|Un-Break My Heart|TONI BRAXTON|1996-10-26|22|1|42|19961207
1|1|1|8|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19961130
1|1|1|7|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19961123
1|1|1|6|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19961116
1|3|1|5|No Diggity|BLACKSTREET|1996-10-12|48|1|31|19961109
1|1|1|26|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961102
1|1|1|25|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961026
1|1|1|24|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961019
1|1|1|23|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961012
1|1|1|22|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19961005
1|1|1|21|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960928
1|1|1|20|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960921
1|1|1|19|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960914
1|1|1|18|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960907
1|1|1|17|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960831
1|1|1|16|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960824
1|1|1|15|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960817
1|1|1|14|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960810
1|4|1|13|Macarena (Bayside Boys Mix)|LOS DEL RIO|1996-05-11|47|1|40|19960803
1|2|1|8|You're Makin' Me High / Let It Flow|TONI BRAXTON|1996-06-08|7|1|41|19960727
