Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
1|4|1|10|Moves Like Jagger|MAROON 5 featuring CHRISTINA AGUILERA|2011-07-09|8|1|49|20110910
1|1|1|12|Last Friday Night (T.G.I.F.)|KATY PERRY|2011-06-18|63|1|23|20110903
1|2|1|11|Last Friday Night (T.G.I.F.)|KATY PERRY|2011-06-18|63|1|23|20110827
1|1|1|19|Party Rock Anthem|LMFAO featuring LAUREN BENNETT & GOONROCK|2011-04-16|88|1|67|20110820
1|1|1|18|Party Rock Anthem|LMFAO featuring LAUREN BENNETT & GOONROCK|2011-04-16|88|1|67|20110813
1|1|1|17|Party Rock Anthem|LMFAO featuring LAUREN BENNETT & GOONROCK|2011-04-16|88|1|67|20110806
1|1|1|16|Party Rock Anthem|LMFAO featuring LAUREN BENNETT & GOONROCK|2011-04-16|88|1|67|20110730
1|1|1|15|Party Rock Anthem|LMFAO featuring LAUREN BENNETT & GOONROCK|2011-04-16|88|1|67|20110723
1|3|1|14|Party Rock Anthem|LMFAO featuring LAUREN BENNETT & GOONROCK|2011-04-16|88|1|67|20110716
1|2|1|13|Give Me Everything|PITBULL featuring NE-YO, AFROJACK & NAYER|2011-04-16|60|1|45|20110709
1|1|1|23|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110702
1|1|1|22|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110625
1|1|1|21|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110618
1|1|1|20|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110611
1|1|1|19|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110604
1|1|1|18|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110528
1|2|1|17|Rolling In The Deep|ADELE|2011-01-29|97|1|64|20110521
1|1|1|11|E.T.|KATY PERRY featuring KANYE WEST|2011-03-05|28|1|29|20110514
1|2|1|10|E.T.|KATY PERRY featuring KANYE WEST|2011-03-05|28|1|29|20110507
1|2|1|13|S&M|RIHANNA|2011-02-05|90|1|25|20110430
1|1|1|8|E.T.|KATY PERRY featuring KANYE WEST|2011-03-05|28|1|29|20110423
1|1|1|7|E.T.|KATY PERRY featuring KANYE WEST|2011-03-05|28|1|29|20110416
1|2|1|6|E.T.|KATY PERRY featuring KANYE WEST|2011-03-05|28|1|29|20110409
1|1|1|6|Born This Way|LADY GAGA|2011-02-26|1|1|20|20110402
1|1|1|5|Born This Way|LADY GAGA|2011-02-26|1|1|20|20110326
1|1|1|4|Born This Way|LADY GAGA|2011-02-26|1|1|20|20110319
1|1|1|3|Born This Way|LADY GAGA|2011-02-26|1|1|20|20110312
1|1|1|2|Born This Way|LADY GAGA|2011-02-26|1|1|20|20110305
1|NEW|1|1|Born This Way|LADY GAGA|2011-02-26|1|1|20|20110226
1|4|1|17|Black And Yellow|WIZ KHALIFA|2010-10-30|64|1|24|20110219
1|1|1|18|Grenade|BRUNO MARS|2010-10-16|81|1|36|20110212
1|2|1|17|Grenade|BRUNO MARS|2010-10-16|81|1|36|20110205
1|NEW|1|1|Hold It Against Me|BRITNEY SPEARS|2011-01-29|1|1|17|20110129
1|2|1|15|Grenade|BRUNO MARS|2010-10-16|81|1|36|20110122
1|2|1|11|Firework|KATY PERRY|2010-11-06|57|1|39|20110115
1|2|1|13|Grenade|BRUNO MARS|2010-10-16|81|1|36|20110108
1|1|1|9|Firework|KATY PERRY|2010-11-06|57|1|39|20110101
1|1|1|8|Firework|KATY PERRY|2010-11-06|57|1|39|20101225
1|2|1|7|Firework|KATY PERRY|2010-11-06|57|1|39|20101218
1|2|1|8|Raise Your Glass|P!NK|2010-10-23|51|1|30|20101211
1|2|1|11|Only Girl (In The World)|RIHANNA|2010-09-25|75|1|27|20101204
1|2|1|14|Like A G6|FAR*EAST MOVEMENT featuring CATARACS & DEV|2010-08-28|92|1|26|20101127
1|60|1|3|What's My Name?|RIHANNA featuring DRAKE|2010-11-06|83|1|22|20101120
1|NEW|1|1|We R Who We R|KE$HA|2010-11-13|1|1|20|20101113
1|1|1|11|Like A G6|FAR*EAST MOVEMENT featuring CATARACS & DEV|2010-08-28|92|1|26|20101106
1|2|1|10|Like A G6|FAR*EAST MOVEMENT featuring CATARACS & DEV|2010-08-28|92|1|26|20101030
1|1|1|12|Just The Way You Are|BRUNO MARS|2010-08-07|43|1|48|20101023
1|1|1|11|Just The Way You Are|BRUNO MARS|2010-08-07|43|1|48|20101016
1|1|1|10|Just The Way You Are|BRUNO MARS|2010-08-07|43|1|48|20101009
1|3|1|9|Just The Way You Are|BRUNO MARS|2010-08-07|43|1|48|20101002
1|1|1|8|Teenage Dream|KATY PERRY|2010-08-07|20|1|33|20100925
1|2|1|7|Teenage Dream|KATY PERRY|2010-08-07|20|1|33|20100918
1|1|1|10|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100911
1|1|1|9|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100904
1|1|1|8|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100828
1|1|1|7|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100821
1|1|1|6|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100814
1|1|1|5|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100807
1|2|1|4|Love The Way You Lie|EMINEM featuring RIHANNA|2010-07-10|2|1|29|20100731
1|1|1|9|California Gurls|KATY PERRY featuring SNOOP DOGG|2010-05-29|2|1|27|20100724
1|1|1|8|California Gurls|KATY PERRY featuring SNOOP DOGG|2010-05-29|2|1|27|20100717
1|1|1|7|California Gurls|KATY PERRY featuring SNOOP DOGG|2010-05-29|2|1|27|20100710
1|1|1|6|California Gurls|KATY PERRY featuring SNOOP DOGG|2010-05-29|2|1|27|20100703
1|1|1|5|California Gurls|KATY PERRY featuring SNOOP DOGG|2010-05-29|2|1|27|20100626
1|2|1|4|California Gurls|KATY PERRY featuring SNOOP DOGG|2010-05-29|2|1|27|20100619
1|1|1|9|OMG|USHER featuring WILL.I.AM|2010-04-17|14|1|30|20100612
1|1|1|8|OMG|USHER featuring WILL.I.AM|2010-04-17|14|1|30|20100605
1|2|1|7|OMG|USHER featuring WILL.I.AM|2010-04-17|14|1|30|20100529
1|NEW|1|1|Not Afraid|EMINEM|2010-05-22|1|1|25|20100522
1|6|1|5|OMG|USHER featuring WILL.I.AM|2010-04-17|14|1|30|20100515
1|1|1|13|Nothin' On You|B.O.B featuring BRUNO MARS|2010-02-13|89|1|28|20100508
1|2|1|12|Nothin' On You|B.O.B featuring BRUNO MARS|2010-02-13|89|1|28|20100501
1|1|1|9|Rude Boy|RIHANNA|2010-02-27|64|1|22|20100424
1|1|1|8|Rude Boy|RIHANNA|2010-02-27|64|1|22|20100417
1|1|1|7|Rude Boy|RIHANNA|2010-02-27|64|1|22|20100410
1|1|1|6|Rude Boy|RIHANNA|2010-02-27|64|1|22|20100403
1|4|1|5|Rude Boy|RIHANNA|2010-02-27|64|1|22|20100327
1|53|1|2|Break Your Heart|TAIO CRUZ featuring LUDACRIS|2010-03-13|53|1|29|20100320
1|1|1|11|Imma Be|THE BLACK EYED PEAS|2010-01-02|93|1|25|20100313
1|3|1|10|Imma Be|THE BLACK EYED PEAS|2010-01-02|93|1|25|20100306
1|1|1|19|TiK ToK|KE$HA|2009-10-24|79|1|38|20100227
1|1|1|18|TiK ToK|KE$HA|2009-10-24|79|1|38|20100220
1|1|1|17|TiK ToK|KE$HA|2009-10-24|79|1|38|20100213
1|1|1|16|TiK ToK|KE$HA|2009-10-24|79|1|38|20100206
1|1|1|15|TiK ToK|KE$HA|2009-10-24|79|1|38|20100130
1|1|1|14|TiK ToK|KE$HA|2009-10-24|79|1|38|20100123
1|1|1|13|TiK ToK|KE$HA|2009-10-24|79|1|38|20100116
1|1|1|12|TiK ToK|KE$HA|2009-10-24|79|1|38|20100109
1|2|1|11|TiK ToK|KE$HA|2009-10-24|79|1|38|20100102
1|1|1|14|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20091226
1|1|1|13|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20091219
1|1|1|12|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20091212
1|1|1|11|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20091205
1|2|1|10|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20091128
1|2|1|12|Fireflies|OWL CITY|2009-09-05|97|1|31|20091121
1|2|1|12|Whatcha Say|JASON DeRULO|2009-08-29|54|1|32|20091114
1|7|1|10|Fireflies|OWL CITY|2009-09-05|97|1|31|20091107
1|2|1|16|Down|JAY SEAN featuring LIL WAYNE|2009-07-18|72|1|40|20091031
1|NEW|1|1|3|BRITNEY SPEARS|2009-10-24|1|1|20|20091024
1|2|1|14|Down|JAY SEAN featuring LIL WAYNE|2009-07-18|72|1|40|20091017
1|1|1|16|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20091010
1|1|1|15|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20091003
1|1|1|14|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090926
1|1|1|13|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090919
1|1|1|12|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090912
1|1|1|11|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090905
1|1|1|10|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090829
1|1|1|9|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090822
1|1|1|8|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090815
1|1|1|7|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090808
1|1|1|6|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090801
1|1|1|5|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090725
1|1|1|4|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090718
1|2|1|3|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20090711
1|1|1|15|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090704
1|1|1|14|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090627
1|1|1|13|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090620
1|1|1|12|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090613
1|1|1|11|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090606
1|1|1|10|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090530
1|1|1|9|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090523
1|1|1|8|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090516
1|1|1|7|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090509
1|1|1|6|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090502
1|1|1|5|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090425
1|39|1|4|Boom Boom Pow|THE BLACK EYED PEAS|2009-03-28|71|1|33|20090418
1|2|1|15|Poker Face|LADY GAGA|2009-01-03|92|1|40|20090411
1|1|1|8|Right Round|FLO RIDA|2009-02-14|74|1|26|20090404
1|1|1|7|Right Round|FLO RIDA|2009-02-14|74|1|26|20090328
1|1|1|6|Right Round|FLO RIDA|2009-02-14|74|1|26|20090321
1|1|1|5|Right Round|FLO RIDA|2009-02-14|74|1|26|20090314
1|1|1|4|Right Round|FLO RIDA|2009-02-14|74|1|26|20090307
1|58|1|3|Right Round|FLO RIDA|2009-02-14|74|1|26|20090228
1|78|1|4|Crack A Bottle|EMINEM featuring DR. DRE & 50 CENT|2009-01-31|78|1|17|20090221
1|1|1|3|My Life Would Suck Without You|KELLY CLARKSON|2009-01-31|97|1|24|20090214
1|97|1|2|My Life Would Suck Without You|KELLY CLARKSON|2009-01-31|97|1|24|20090207
1|1|1|22|Just Dance|LADY GAGA featuring COLBY O'DONIS|2008-09-06|74|1|47|20090131
1|1|1|21|Just Dance|LADY GAGA featuring COLBY O'DONIS|2008-09-06|74|1|47|20090124
1|2|1|20|Just Dance|LADY GAGA featuring COLBY O'DONIS|2008-09-06|74|1|47|20090117
1|1|1|11|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20090110
1|1|1|10|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20090103
1|2|1|9|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20081227
1|2|1|11|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20081220
1|2|1|7|Single Ladies (Put A Ring On It)|BEYONCE|2008-11-01|72|1|27|20081213
1|1|1|9|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20081206
1|1|1|8|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20081129
1|1|1|7|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20081122
1|2|1|6|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20081115
1|1|1|12|Whatever You Like|T.I.|2008-08-23|99|1|31|20081108
1|2|1|11|Whatever You Like|T.I.|2008-08-23|99|1|31|20081101
1|96|1|2|Womanizer|BRITNEY SPEARS|2008-10-18|96|1|23|20081025
1|80|1|2|Live Your Life|T.I. featuring RIHANNA|2008-10-11|80|1|28|20081018
1|1|1|8|Whatever You Like|T.I.|2008-08-23|99|1|31|20081011
1|2|1|7|Whatever You Like|T.I.|2008-08-23|99|1|31|20081004
1|2|1|4|So What|PINK|2008-09-06|9|1|31|20080927
1|1|1|5|Whatever You Like|T.I.|2008-08-23|99|1|31|20080920
1|1|1|4|Whatever You Like|T.I.|2008-08-23|99|1|31|20080913
1|71|1|3|Whatever You Like|T.I.|2008-08-23|99|1|31|20080906
1|1|1|9|Disturbia|RIHANNA|2008-07-05|18|1|37|20080830
1|3|1|8|Disturbia|RIHANNA|2008-07-05|18|1|37|20080823
1|1|1|13|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080816
1|1|1|12|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080809
1|1|1|11|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080802
1|1|1|10|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080726
1|1|1|9|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080719
1|1|1|8|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080712
1|2|1|7|I Kissed A Girl|KATY PERRY|2008-05-24|76|1|23|20080705
1|2|1|6|Viva La Vida|COLDPLAY|2008-05-24|15|1|51|20080628
1|1|1|13|Lollipop|LIL WAYNE featuring STATIC MAJOR|2008-03-29|85|1|28|20080621
1|1|1|12|Lollipop|LIL WAYNE featuring STATIC MAJOR|2008-03-29|85|1|28|20080614
1|1|1|11|Lollipop|LIL WAYNE featuring STATIC MAJOR|2008-03-29|85|1|28|20080607
1|3|1|10|Lollipop|LIL WAYNE featuring STATIC MAJOR|2008-03-29|85|1|28|20080531
1|53|1|5|Take A Bow|RIHANNA|2008-04-26|97|1|27|20080524
1|1|1|12|Bleeding Love|LEONA LEWIS|2008-03-01|85|1|39|20080517
1|2|1|11|Bleeding Love|LEONA LEWIS|2008-03-01|85|1|39|20080510
1|2|1|6|Lollipop|LIL WAYNE featuring STATIC MAJOR|2008-03-29|85|1|28|20080503
1|2|1|9|Bleeding Love|LEONA LEWIS|2008-03-01|85|1|39|20080426
1|1|1|8|Touch My Body|MARIAH CAREY|2008-03-01|57|1|20|20080419
1|15|1|7|Touch My Body|MARIAH CAREY|2008-03-01|57|1|20|20080412
1|8|1|6|Bleeding Love|LEONA LEWIS|2008-03-01|85|1|39|20080405
1|1|1|5|Love In This Club|USHER featuring YOUNG JEEZY|2008-03-01|83|1|25|20080329
1|1|1|4|Love In This Club|USHER featuring YOUNG JEEZY|2008-03-01|83|1|25|20080322
1|51|1|3|Love In This Club|USHER featuring YOUNG JEEZY|2008-03-01|83|1|25|20080315
1|1|1|18|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080308
1|1|1|17|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080301
1|1|1|16|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080223
1|1|1|15|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080216
1|1|1|14|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080209
1|1|1|13|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080202
1|1|1|12|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080126
1|1|1|11|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080119
1|1|1|10|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080112
1|2|1|9|Low|FLO RIDA featuring T-PAIN|2007-11-10|91|1|40|20080105
1|1|1|15|No One|ALICIA KEYS|2007-09-22|71|1|39|20071229
1|1|1|14|No One|ALICIA KEYS|2007-09-22|71|1|39|20071222
1|1|1|13|No One|ALICIA KEYS|2007-09-22|71|1|39|20071215
1|1|1|12|No One|ALICIA KEYS|2007-09-22|71|1|39|20071208
1|2|1|11|No One|ALICIA KEYS|2007-09-22|71|1|39|20071201
1|1|1|9|Kiss Kiss|CHRIS BROWN featuring T-PAIN|2007-09-29|100|1|26|20071124
1|1|1|8|Kiss Kiss|CHRIS BROWN featuring T-PAIN|2007-09-29|100|1|26|20071117
1|2|1|7|Kiss Kiss|CHRIS BROWN featuring T-PAIN|2007-09-29|100|1|26|20071110
1|1|1|15|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20071103
1|1|1|14|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20071027
1|1|1|13|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20071020
1|1|1|12|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20071013
1|2|1|11|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20071006
1|2|1|8|Stronger|KANYE WEST|2007-08-11|47|1|27|20070929
1|1|1|9|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20070922
1|2|1|8|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20070915
1|2|1|19|Big Girls Don't Cry|FERGIE|2007-05-05|41|1|48|20070908
1|1|1|13|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070901
1|1|1|12|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070825
1|1|1|11|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070818
1|23|1|10|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070811
1|1|1|17|Hey There Delilah|PLAIN WHITE T'S|2007-04-14|79|1|35|20070804
1|2|1|16|Hey There Delilah|PLAIN WHITE T'S|2007-04-14|79|1|35|20070728
1|1|1|13|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070721
1|1|1|12|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070714
1|1|1|11|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070707
1|1|1|10|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070630
1|1|1|9|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070623
1|1|1|8|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070616
1|41|1|7|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070609
1|2|1|7|Makes Me Wonder|MAROON5|2007-04-21|84|1|26|20070602
1|3|1|12|Buy U A Drank (Shawty Snappin')|T-PAIN featuring YUNG JOC|2007-03-10|84|1|35|20070526
1|1|1|5|Makes Me Wonder|MAROON5|2007-04-21|84|1|26|20070519
1|64|1|4|Makes Me Wonder|MAROON5|2007-04-21|84|1|26|20070512
1|3|1|8|Girlfriend|AVRIL LAVIGNE|2007-03-17|5|1|24|20070505
1|1|1|10|Give It To Me|TIMBALAND feat NELLY FURTADO & JUSTIN TIMBERLAKE|2007-02-24|87|1|26|20070428
1|42|1|9|Give It To Me|TIMBALAND feat NELLY FURTADO & JUSTIN TIMBERLAKE|2007-02-24|87|1|26|20070421
1|1|1|11|Don't Matter|AKON|2007-02-03|79|1|23|20070414
1|3|1|10|Don't Matter|AKON|2007-02-03|79|1|23|20070407
1|1|1|10|Glamorous|FERGIE featuring LUDACRIS|2007-01-27|98|1|29|20070331
1|8|1|9|Glamorous|FERGIE featuring LUDACRIS|2007-01-27|98|1|29|20070324
1|1|1|7|This Is Why I'm Hot|MIMS|2007-02-03|87|1|23|20070317
1|32|1|6|This Is Why I'm Hot|MIMS|2007-02-03|87|1|23|20070310
1|8|1|11|What Goes Around...|JUSTIN TIMBERLAKE|2006-12-23|64|1|25|20070303
1|2|1|14|Say It Right|NELLY FURTADO|2006-11-25|93|1|30|20070224
1|1|1|16|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070217
1|1|1|15|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070210
1|1|1|14|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070203
1|1|1|13|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070127
1|1|1|12|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070120
1|1|1|11|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070113
1|1|1|10|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20070106
1|1|1|9|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20061230
1|1|1|8|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20061223
1|2|1|7|Irreplaceable|BEYONCE|2006-11-04|87|1|30|20061216
1|1|1|9|I Wanna Love You|AKON featuring SNOOP DOGG|2006-10-14|95|1|29|20061209
1|17|1|8|I Wanna Love You|AKON featuring SNOOP DOGG|2006-10-14|95|1|29|20061202
1|1|1|10|My Love|JUSTIN TIMBERLAKE featuring T.I.|2006-09-23|89|1|29|20061125
1|1|1|9|My Love|JUSTIN TIMBERLAKE featuring T.I.|2006-09-23|89|1|29|20061118
1|5|1|8|My Love|JUSTIN TIMBERLAKE featuring T.I.|2006-09-23|89|1|29|20061111
1|1|1|11|Money Maker|LUDACRIS featuring PHARRELL|2006-08-26|96|1|25|20061104
1|2|1|10|Money Maker|LUDACRIS featuring PHARRELL|2006-08-26|96|1|25|20061028
1|1|1|14|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20061021
1|1|1|13|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20061014
1|1|1|12|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20061007
1|1|1|11|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20060930
1|1|1|10|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20060923
1|1|1|9|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20060916
1|31|1|8|SexyBack|JUSTIN TIMBERLAKE|2006-07-22|90|1|36|20060909
1|1|1|5|London Bridge|FERGIE|2006-08-05|84|1|21|20060902
1|1|1|4|London Bridge|FERGIE|2006-08-05|84|1|21|20060826
1|5|1|3|London Bridge|FERGIE|2006-08-05|84|1|21|20060819
1|1|1|13|Promiscuous|NELLY FURTADO featuring TIMBALAND|2006-05-20|64|1|26|20060812
1|1|1|12|Promiscuous|NELLY FURTADO featuring TIMBALAND|2006-05-20|64|1|26|20060805
1|1|1|11|Promiscuous|NELLY FURTADO featuring TIMBALAND|2006-05-20|64|1|26|20060729
1|1|1|10|Promiscuous|NELLY FURTADO featuring TIMBALAND|2006-05-20|64|1|26|20060722
1|1|1|9|Promiscuous|NELLY FURTADO featuring TIMBALAND|2006-05-20|64|1|26|20060715
1|3|1|8|Promiscuous|NELLY FURTADO featuring TIMBALAND|2006-05-20|64|1|26|20060708
1|NEW|1|1|Do I Make You Proud|TAYLOR HICKS|2006-07-01|1|1|8|20060701
1|1|1|13|Hips Don't Lie|SHAKIRA featuring WYCLEF JEAN|2006-04-01|84|1|31|20060624
1|9|1|12|Hips Don't Lie|SHAKIRA featuring WYCLEF JEAN|2006-04-01|84|1|31|20060617
1|1|1|15|Ridin'|CHAMILLIONAIRE featuring KRAYZIE BONE|2006-03-04|88|1|31|20060610
1|3|1|14|Ridin'|CHAMILLIONAIRE featuring KRAYZIE BONE|2006-03-04|88|1|31|20060603
1|1|1|14|SOS|RIHANNA|2006-02-25|81|1|28|20060527
1|1|1|13|SOS|RIHANNA|2006-02-25|81|1|28|20060520
1|34|1|12|SOS|RIHANNA|2006-02-25|81|1|28|20060513
1|1|1|11|Bad Day|DANIEL POWTER|2006-02-25|55|1|32|20060506
1|1|1|10|Bad Day|DANIEL POWTER|2006-02-25|55|1|32|20060429
1|1|1|9|Bad Day|DANIEL POWTER|2006-02-25|55|1|32|20060422
1|1|1|8|Bad Day|DANIEL POWTER|2006-02-25|55|1|32|20060415
1|2|1|7|Bad Day|DANIEL POWTER|2006-02-25|55|1|32|20060408
1|2|1|11|Temperature|SEAN PAUL|2006-01-21|74|1|31|20060401
1|1|1|16|So Sick|NE-YO|2005-12-10|79|1|25|20060325
1|9|1|15|So Sick|NE-YO|2005-12-10|79|1|25|20060318
1|2|1|18|You're Beautiful|JAMES BLUNT|2005-11-12|88|1|38|20060311
1|1|1|16|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060304
1|1|1|15|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060225
1|1|1|14|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060218
1|1|1|13|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060211
1|2|1|12|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060204
1|1|1|11|Grillz|NELLY featuring PAUL WALL, ALI & GIPP|2005-11-19|84|1|28|20060128
1|5|1|10|Grillz|NELLY featuring PAUL WALL, ALI & GIPP|2005-11-19|84|1|28|20060121
1|4|1|16|Laffy Taffy|D4L|2005-10-01|98|1|26|20060114
1|1|1|12|Don't Forget About Us|MARIAH CAREY|2005-10-22|81|1|21|20060107
1|2|1|11|Don't Forget About Us|MARIAH CAREY|2005-10-22|81|1|21|20051231
1|1|1|18|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20051224
1|1|1|17|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20051217
1|1|1|16|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20051210
1|1|1|15|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20051203
1|2|1|14|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20051126
1|1|1|17|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20051119
1|1|1|16|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20051112
1|1|1|15|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20051105
