Index|Chart|Weeks|Artist|Track|Date|Length
2029|1|15|ANDY GIBB|Shadow Dancing|07-22-1978|367
2030|1|14|ANDY GIBB|Shadow Dancing|07-15-1978|367
2031|1|13|ANDY GIBB|Shadow Dancing|07-08-1978|367
2032|1|12|ANDY GIBB|Shadow Dancing|07-01-1978|367
2033|1|11|ANDY GIBB|Shadow Dancing|06-24-1978|367
2034|1|10|ANDY GIBB|Shadow Dancing|06-17-1978|367
2035|1|11|JOHN TRAVOLTA & OLIVIA NEWTON-JOHN|You're The One That I Want|06-10-1978|174
2036|1|10|JOHNNY MATHIS / DENISE WILLIAMS|Too Much, Too Little, Too Late|06-03-1978|178
2037|1|10|WINGS|With A Little Luck|05-27-1978|193
2038|1|9|WINGS|With A Little Luck|05-20-1978|193
2039|1|16|YVONNE ELLIMAN|If I Can't Have You|05-13-1978|241
2040|1|14|THE BEE GEES|Night Fever|05-06-1978|290
2041|1|13|THE BEE GEES|Night Fever|04-29-1978|290
2042|1|12|THE BEE GEES|Night Fever|04-22-1978|290
2043|1|11|THE BEE GEES|Night Fever|04-15-1978|290
2044|1|10|THE BEE GEES|Night Fever|04-08-1978|290
2045|1|9|THE BEE GEES|Night Fever|04-01-1978|290
2046|1|8|THE BEE GEES|Night Fever|03-25-1978|290
2047|1|7|THE BEE GEES|Night Fever|03-18-1978|290
2048|1|19|ANDY GIBB|(Love Is) Thicker Than Water|03-11-1978|255
2049|1|18|ANDY GIBB|(Love Is) Thicker Than Water|03-04-1978|255
2050|1|12|THE BEE GEES|Stayin' Alive|02-25-1978|209
2051|1|11|THE BEE GEES|Stayin' Alive|02-18-1978|209
2052|1|10|THE BEE GEES|Stayin' Alive|02-11-1978|209
2053|1|9|THE BEE GEES|Stayin' Alive|02-04-1978|209
2054|1|18|PLAYER|Baby Come Back|01-28-1978|252
2055|1|17|PLAYER|Baby Come Back|01-21-1978|252
2056|1|16|PLAYER|Baby Come Back|01-14-1978|252
2057|1|16|THE BEE GEES|How Deep Is Your Love|01-07-1978|210
2058|1|15|THE BEE GEES|How Deep Is Your Love|12-31-1977|210
2059|1|14|THE BEE GEES|How Deep Is Your Love|12-24-1977|210
2060|1|16|DEBBY BOONE|You Light Up My Life|12-17-1977|218
2061|1|15|DEBBY BOONE|You Light Up My Life|12-10-1977|218
2062|1|14|DEBBY BOONE|You Light Up My Life|12-03-1977|218
2063|1|13|DEBBY BOONE|You Light Up My Life|11-26-1977|218
2064|1|12|DEBBY BOONE|You Light Up My Life|11-19-1977|218
2065|1|11|DEBBY BOONE|You Light Up My Life|11-12-1977|218
2066|1|10|DEBBY BOONE|You Light Up My Life|11-05-1977|218
2067|1|9|DEBBY BOONE|You Light Up My Life|10-29-1977|218
2068|1|8|DEBBY BOONE|You Light Up My Life|10-22-1977|218
2069|1|7|DEBBY BOONE|You Light Up My Life|10-15-1977|218
2070|1|10|MECO|Star Wars Theme / Cantina Band (Medley)|10-08-1977|208
2071|1|9|MECO|Star Wars Theme / Cantina Band (Medley)|10-01-1977|208
2072|1|17|THE EMOTIONS|Best Of My Love|09-24-1977|221
2073|1|22|ANDY GIBB|I Just Want To Be Your Everything|09-17-1977|226
2074|1|15|THE EMOTIONS|Best Of My Love|09-10-1977|221
2075|1|14|THE EMOTIONS|Best Of My Love|09-03-1977|221
2076|1|13|THE EMOTIONS|Best Of My Love|08-27-1977|221
2077|1|12|THE EMOTIONS|Best Of My Love|08-20-1977|221
2078|1|17|ANDY GIBB|I Just Want To Be Your Everything|08-13-1977|226
2079|1|16|ANDY GIBB|I Just Want To Be Your Everything|08-06-1977|226
2080|1|15|ANDY GIBB|I Just Want To Be Your Everything|07-30-1977|226
2081|1|12|BARRY MANILOW|Looks Like We Made It|07-23-1977|223
2082|1|10|SHAUN CASSIDY|Da Doo Ron Ron|07-16-1977|170
2083|1|15|ALAN O'DAY|Undercover Angel|07-09-1977|204
2084|1|11|BILL CONTI|Gonna Fly Now (Theme From "Rocky")|07-02-1977|168
2085|1|11|MARVIN GAYE|Got To Give It Up (Part 1)|06-25-1977|248
2086|1|10|FLEETWOOD MAC|Dreams|06-18-1977|256
2087|1|16|K.C. AND THE SUNSHINE BAND|I'm Your Boogie Man / Wrap Your Arms Around Me|06-11-1977|223
2088|1|10|STEVIE WONDER|Sir Duke|06-04-1977|168
2089|1|9|STEVIE WONDER|Sir Duke|05-28-1977|168
2090|1|8|STEVIE WONDER|Sir Duke|05-21-1977|168
2091|1|12|LEO SAYER|When I Need You|05-14-1977|248
2092|1|11|THE EAGLES|Hotel California|05-07-1977|390
2093|1|12|GLEN CAMPBELL|Southern Nights|04-30-1977|179
2094|1|19|THELMA HOUSTON|Don't Leave Me This Way|04-23-1977|60
2095|1|12|DAVID SOUL|Don't Give Up On Us|04-16-1977|217
2096|1|18|ABBA|Dancing Queen|04-09-1977|222
2097|1|11|DARYL HALL & JOHN OATES|Rich Girl|04-01-1977|143
2098|1|10|DARYL HALL & JOHN OATES|Rich Girl|03-26-1977|143
2099|1|15|BARBRA STREISAND|Love Theme From "A Star Is Born" (Evergreen)|03-19-1977|186
2100|1|14|BARBRA STREISAND|Love Theme From "A Star Is Born" (Evergreen)|03-12-1977|186
2101|1|13|BARBRA STREISAND|Love Theme From "A Star Is Born" (Evergreen)|03-05-1977|186
2103|1|14|MANFRED MANN'S EARTH BAND|Blinded By The Light|02-19-1977|294
2104|1|13|MARY MacGREGOR|Torn Between Two Lovers|02-12-1977|220
2105|1|12|MARY MacGREGOR|Torn Between Two Lovers|02-05-1977|220
2106|1|20|ROSE ROYCE|Car Wash|01-29-1977|198
2107|1|8|STEVIE WONDER|I Wish|01-22-1977|254
2108|1|13|LEO SAYER|You Make Me Feel Like Dancing|01-15-1977|219
2109|1|18|MARILYN McCOO & BILLY DAVIS JR.|You Don't Have To Be A Star (To Be In My Show)|01-08-1977|224
2110|1|14|ROD STEWART|Tonight's The Night (Gonna Be Alright)|01-01-1977|236
2111|1|13|ROD STEWART|Tonight's The Night (Gonna Be Alright)|12-25-1976|236
2112|1|12|ROD STEWART|Tonight's The Night (Gonna Be Alright)|12-18-1976|236
2113|1|11|ROD STEWART|Tonight's The Night (Gonna Be Alright)|12-11-1976|236
2114|1|10|ROD STEWART|Tonight's The Night (Gonna Be Alright)|12-04-1976|236
2115|1|9|ROD STEWART|Tonight's The Night (Gonna Be Alright)|11-27-1976|236
2116|1|8|ROD STEWART|Tonight's The Night (Gonna Be Alright)|11-20-1976|236
2117|1|7|ROD STEWART|Tonight's The Night (Gonna Be Alright)|11-13-1976|236
2118|1|13|THE STEVE MILLER BAND|Rock'n Me|11-06-1976|188
2119|1|12|CHICAGO|If You Leave Me Now|10-30-1976|235
2120|1|11|CHICAGO|If You Leave Me Now|10-23-1976|235
2121|1|10|RICK DEES AND HIS CAST OF IDIOTS|Disco Duck (Part 1)|10-16-1976|195
2122|1|20|WALTER MURPHY|A Fifth Of Beethoven|10-09-1976|182
2123|1|17|WILD CHERRY|Play That Funky Music|10-02-1976|192
2124|1|16|WILD CHERRY|Play That Funky Music|09-25-1976|192
2125|1|15|WILD CHERRY|Play That Funky Music|09-18-1976|192
2126|1|10|K.C. AND THE SUNSHINE BAND|Shake Your Booty|09-11-1976|230
2127|1|10|BEE GEES|You Should Be Dancing|09-04-1976|451
2128|1|9|ELTON JOHN & KIKI DEE|Don't Go Breaking My Heart|08-28-1976|263
2129|1|8|ELTON JOHN & KIKI DEE|Don't Go Breaking My Heart|08-21-1976|263
2130|1|7|ELTON JOHN & KIKI DEE|Don't Go Breaking My Heart|08-14-1976|263
2131|1|6|ELTON JOHN & KIKI DEE|Don't Go Breaking My Heart|08-08-1976|263
2132|1|16|MANHATTANS|Kiss And Say Goodbye|08-01-1976|216
2133|1|15|MANHATTANS|Kiss And Say Goodbye|07-24-1976|216
2134|1|11|STARLAND VOCAL BAND|Afternoon Delight|07-17-1976|229
2135|1|10|STARLAND VOCAL BAND|Afternoon Delight|07-10-1976|229
2136|1|13|WINGS|Silly Love Songs|07-03-1976|365
2137|1|12|WINGS|Silly Love Songs|06-26-1976|365
2138|1|11|WINGS|Silly Love Songs|06-19-1976|365
2139|1|10|WINGS|Silly Love Songs|06-12-1976|365
2140|1|10|DIANA ROSS|Love Hangover|06-05-1976|537
2141|1|9|DIANA ROSS|Love Hangover|05-29-1976|537
2142|1|7|WINGS|Silly Love Songs|05-22-1976|365
2143|1|14|SYLVERS|Boogie Fever|05-15-1976|208
2144|1|7|JOHN SEBASTIAN|Welcome Back|05-08-1976|170
2145|1|16|BELLAMY BROTHERS|Let Your Love Flow|05-01-1976|197
2146|1|12|JOHNNIE TAYLOR|Disco Lady|04-24-1976|268
2147|1|11|JOHNNIE TAYLOR|Disco Lady|04-17-1976|268
2148|1|10|JOHNNIE TAYLOR|Disco Lady|04-10-1976|268
2149|1|9|JOHNNIE TAYLOR|Disco Lady|04-03-1976|268
2150|1|14|FOUR SEASONS|December 1963|03-27-1976|239
2151|1|13|FOUR SEASONS|December 1963|03-20-1976|239
2152|1|12|FOUR SEASONS|December 1963|03-13-1976|239
2153|1|20|MIRACLES|Love Machine|03-06-1976|176
2155|1|10|PAUL SIMON|50 Ways To Leave Your Lover|02-21-1976|217
2156|1|9|PAUL SIMON|50 Ways To Leave Your Lover|02-14-1976|217
2157|1|8|PAUL SIMON|50 Ways To Leave Your Lover|02-07-1976|217
2158|1|12|OHIO PLAYERS|Love Rollercoaster|01-31-1976|359
2159|1|13|DIANA ROSS|Do You Know Where You're Going To|01-24-1976|152
2160|1|10|BARRY MANILOW|I Write The Songs|01-17-1976|238
2161|1|6|C.W. McCALL|Convoy|01-10-1976|225
2162|1|13|BAY CITY ROLLERS|Saturday Night|01-03-1976|172
2163|1|10|STAPLE SINGERS|Let's Do It Again|12-27-1975|293
2164|1|9|K.C. AND THE SUNSHINE BAND|That's The Way (I Like It)|12-20-1975|186
2165|1|10|SILVER CONVENTION|Fly Robin Fly|12-13-1975|220
2166|1|9|SILVER CONVENTION|Fly Robin Fly|12-06-1975|220
2167|1|8|SILVER CONVENTION|Fly Robin Fly|11-29-1975|220
2168|1|5|K.C. AND THE SUNSHINE BAND|That's The Way (I Like It)|11-22-1975|186
2169|1|6|ELTON JOHN|Island Girl|11-15-1975|220
2170|1|5|ELTON JOHN|Island Girl|11-08-1975|220
2171|1|4|ELTON JOHN|Island Girl|11-01-1975|220
2172|1|7|NEIL SEDAKA|Bad Blood|10-25-1975|197
2173|1|6|NEIL SEDAKA|Bad Blood|10-18-1975|197
2174|1|5|NEIL SEDAKA|Bad Blood|10-11-1975|197
2175|1|15|DAVID BOWIE|Fame|10-04-1975|210
2176|1|7|JOHN DENVER|I'm Sorry / Calypso|09-27-1975|211
2177|1|13|DAVID BOWIE|Fame|09-20-1975|210
2178|1|16|GLEN CAMPBELL|Rhinestone Cowboy|09-13-1975|190
2179|1|15|GLEN CAMPBELL|Rhinestone Cowboy|09-06-1975|190
2180|1|8|K.C. & THE SUNSHINE BAND|Get Down Tonight|08-30-1975|187
2181|1|11|HAMILTON, JOE FRANK & REYNOLDS|Fallin' In love|08-23-1975|179
2182|1|12|BEE GEES|Jive Talkin'|08-16-1975|213
2183|1|11|BEE GEES|Jive Talkin'|08-09-1975|213
2184|1|10|EAGLES|One Of These Nights|08-02-1975|212
2185|1|15|VAN McCOY|The Hustle|07-26-1975|385
2186|1|8|PAUL McCARTNEY & WINGS|Listen To What The Man Said|07-19-1975|238
2187|1|14|CAPTAIN AND TENNILLE|Love Will Keep Us Together|07-12-1975|204
2188|1|13|CAPTAIN AND TENNILLE|Love Will Keep Us Together|07-05-1975|204
2189|1|12|CAPTAIN AND TENNILLE|Love Will Keep Us Together|06-28-1975|204
2190|1|11|CAPTAIN AND TENNILLE|Love Will Keep Us Together|06-21-1975|204
2191|1|11|AMERICA|Sister Golden Hair|06-14-1975|200
2192|1|12|JOHN DENVER|Thank God I'm A Country Boy|06-07-1975|220
2193|1|18|FREDDY FENDER|Before The Next Teardrop Falls|05-31-1975|153
2194|1|15|EARTH WIND AND FIRE|Shining Star|05-24-1975|172
2195|1|10|TONY ORLANDO & DAWN|He Don't Love You (Like I Love You)|05-17-1975|209
2196|1|9|TONY ORLANDO & DAWN|He Don't Love You (Like I Love You)|05-10-1975|209
2197|1|8|TONY ORLANDO & DAWN|He Don't Love You (Like I Love You)|05-03-1975|209
2199|1|7|ELTON JOHN BAND|Philadelphia Freedom|04-19-1975|338
2200|1|6|ELTON JOHN BAND|Philadelphia Freedom|04-12-1975|338
2201|1|13|MINNIE RIPERTON|Lovin' You|04-05-1975|224
2202|1|15|LABELLE|Lady Marmalade|03-29-1975|196
2203|1|19|FRANKIE VALLI|My Eyes Adored You|03-22-1975|205
2204|1|13|DOOBIE BROTHERS|Black Water|03-15-1975|258
2205|1|7|OLIVIA NEWTON-JOHN|Have You Never Been Mellow|03-08-1975|212
2206|1|14|EAGLES|Best Of My Love|03-01-1975|214
2207|1|12|AVERAGE WHITE BAND|Pick Up The Pieces|02-22-1975|196
2208|1|11|LINDA RONSTADT|You're No Good|02-15-1975|182
2209|1|9|OHIO PLAYERS|Fire|02-08-1975|662
2210|1|16|NEIL SEDAKA|Laughter In The Rain|02-01-1975|173
2211|1|10|CARPENTERS|Please Mr. Postman|01-25-1975|164
2212|1|11|BARRY MANILOW|Mandy|01-18-1975|214
2213|1|7|ELTON JOHN|Lucy In The Sky With Diamonds|01-11-1975|357
2214|1|6|ELTON JOHN|Lucy In The Sky With Diamonds|01-04-1975|357
2215|1|11|HELEN REDDY|Angie Baby|12-28-1974|208
2216|1|13|HARRY CHAPIN|Cat's In The Cradle|12-21-1974|213
2217|1|11|CARL DOUGLAS|Kung Fu Fighting|12-14-1974|197
2218|1|10|CARL DOUGLAS|Kung Fu Fighting|12-07-1974|197
2219|1|10|BILLY SWAN|I Can Help|11-30-1974|178
2220|1|9|BILLY SWAN|I Can Help|11-23-1974|178
2221|1|8|JOHN LENNON|Whatever Gets You Through The Night|11-16-1974|38
2222|1|9|BACHMAN-TURNER OVERDRIVE|You Ain't Seen Nothing Yet|11-09-1974|234
2223|1|14|STEVIE WONDER|You Haven't Done Nothin'|11-02-1974|212
2224|1|14|DIONNE WARWICK & THE SPINNERS|Then Came You|10-26-1974|239
2225|1|15|BILLY PRESTON|Nothing From Nothing|10-19-1974|158
2226|1|10|OLIVIA NEWTON-JOHN|I Honestly Love You|10-12-1974|220
2227|1|9|OLIVIA NEWTON-JOHN|I Honestly Love You|10-05-1974|220
2228|1|15|ANDY KIM|Rock Me Gently|09-28-1974|205
2229|1|8|BARRY WHITE|Can't Get Enough Of Your Love Babe|09-21-1974|244
2230|1|10|ERIC CLAPTON|I Shot The Sheriff|09-14-1974|553
2231|1|10|PAUL ANKA|(You're) Having My Baby|09-07-1974|151
2232|1|9|PAUL ANKA|(You're) Having My Baby|08-31-1974|151
2233|1|8|PAUL ANKA|(You're) Having My Baby|08-24-1974|151
2234|1|10|PAPER LACE|The Night Chicago Died|08-17-1974|201
2235|1|8|ROBERTA FLACK|Feel Like Makin' Love|08-10-1974|178
2236|1|10|JOHN DENVER|Annie's Song|08-03-1974|178
2237|1|9|JOHN DENVER|Annie's Song|07-27-1974|178
2238|1|8|GEORGE McCRAE|Rock Your Baby|07-20-1974|194
2239|1|7|GEORGE McCRAE|Rock Your Baby|07-13-1974|194
2240|1|7|HUES CORPORATION|Rock The Boat|07-06-1974|201
2241|1|12|GORDON LIGHTFOOT|Sundown|06-29-1974|217
2242|1|10|BO DONALDSON & THE HEYWOODS|Billy - Don't Be A Hero|06-22-1974|220
2243|1|9|BO DONALDSON & THE HEYWOODS|Billy - Don't Be A Hero|06-15-1974|220
2244|1|8|PAUL McCARTNEY & WINGS|Band On The Run|06-08-1974|310
2245|1|8|RAY STEVENS|The Streak|06-01-1974|197
2246|1|7|RAY STEVENS|The Streak|05-25-1974|197
2247|1|6|RAY STEVENS|The Streak|05-18-1974|197
2248|1|10|GRAND FUNK|The Locomotion|05-11-1974|177
2249|1|9|GRAND FUNK|The Locomotion|05-04-1974|177
2250|1|9|M.F.S.B. & THREE DEGREES|T.S.O.P. (The Sound Of Philadelphia)|04-27-1974|209
2251|1|8|M.F.S.B. & THREE DEGREES|T.S.O.P. (The Sound Of Philadelphia)|04-20-1974|209
2253|1|8|BLUE SUEDE|Hooked On A Feeling|04-06-1974|183
2254|1|10|JOHN DENVER|Sunshine On My Shoulders|03-30-1974|198
2255|1|10|CHER|Dark Lady|03-23-1974|73
2256|1|10|TERRY JACKS|Seasons In The Sun|03-16-1974|207
2257|1|9|TERRY JACKS|Seasons In The Sun|03-09-1974|207
2258|1|8|TERRY JACKS|Seasons In The Sun|03-02-1974|207
2259|1|14|BARBRA STREISAND|The Way We Were|02-23-1974|211
2260|1|13|BARBRA STREISAND|The Way We Were|02-16-1974|211
2261|1|11|LOVE UNLIMITED ORCHESTRA|Love's Theme|02-09-1974|215
2262|1|11|BARBRA STREISAND|The Way We Were|02-02-1974|211
2263|1|7|RINGO STARR|You're Sixteen|01-26-1974|157
2264|1|14|AL WILSON|Show And Tell|01-19-1974|207
2265|1|13|THE STEVE MILLER BAND|The Joker|01-12-1974|216
2266|1|8|JIM CROCE|Time In A Bottle|01-05-1974|205
2267|1|7|JIM CROCE|Time In A Bottle|12-29-1973|205
2268|1|13|CHARLIE RICH|The Most Beautiful Girl|12-22-1973|162
2269|1|12|CHARLIE RICH|The Most Beautiful Girl|12-15-1973|162
2270|1|10|THE CARPENTERS|Top Of The World|12-08-1973|176
2271|1|9|THE CARPENTERS|Top Of The World|12-01-1973|176
2272|1|8|RINGO STARR|Photograph|11-24-1973|239
2273|1|13|EDDIE KENDRICKS|Keep On Truckin' (Part 1)|11-17-1973|201
2274|1|12|EDDIE KENDRICKS|Keep On Truckin' (Part 1)|11-10-1973|201
2275|1|10|GLADYS KNIGHT AND THE PIPS|Midnight Train To Georgia|11-03-1973|238
2276|1|9|GLADYS KNIGHT AND THE PIPS|Midnight Train To Georgia|10-27-1973|238
2277|1|7|THE ROLLING STONES|Angie|10-20-1973|272
2278|1|11|CHER|Half-Breed|10-13-1973|165
2279|1|10|CHER|Half-Breed|10-06-1973|165
2280|1|10|GRAND FUNK|We're An American Band|09-29-1973|207
2281|1|11|MARVIN GAYE|Let's Get It On|09-22-1973|240
2282|1|13|HELEN REDDY|Delta Dawn|09-15-1973|188
2283|1|9|MARVIN GAYE|Let's Get It On|09-08-1973|240
2284|1|11|THE STORIES|Brother Louie|09-01-1973|236
2285|1|10|THE STORIES|Brother Louie|08-25-1973|236
2286|1|12|DIANA ROSS|Touch Me In The Morning|08-18-1973|233
2287|1|8|MAUREEN McGOVERN|The Morning After|08-11-1973|142
2288|1|7|MAUREEN McGOVERN|The Morning After|08-04-1973|142
2289|1|15|JIM CROCE|Bad, Bad Leroy Brown|07-28-1973|169
2290|1|14|JIM CROCE|Bad, Bad Leroy Brown|07-21-1973|169
2291|1|16|BILLY PRESTON|Will It Go Round In Circles|07-14-1973|225
2292|1|15|BILLY PRESTON|Will It Go Round In Circles|07-07-1973|225
2293|1|7|GEORGE HARRISON|Give Me Love (Give Me Peace On Earth)|06-30-1973|217
2294|1|11|PAUL McCARTNEY AND WINGS|My Love|06-23-1973|242
2295|1|10|PAUL McCARTNEY AND WINGS|My Love|06-16-1973|242
2296|1|9|PAUL McCARTNEY AND WINGS|My Love|06-09-1973|242
2297|1|8|PAUL McCARTNEY AND WINGS|My Love|06-02-1973|242
2298|1|12|THE EDGAR WINTER GROUP|Frankenstein|05-26-1973|184
2299|1|10|STEVIE WONDER|You Are The Sunshine Of My Life|05-19-1973|165
2300|1|13|DAWN|Tie A Yellow Ribbon Round The Ole Oak Tree|05-12-1973|198
2301|1|12|DAWN|Tie A Yellow Ribbon Round The Ole Oak Tree|05-05-1973|198
2302|1|11|DAWN|Tie A Yellow Ribbon Round The Ole Oak Tree|04-28-1973|198
2303|1|10|DAWN|Tie A Yellow Ribbon Round The Ole Oak Tree|04-21-1973|198
2304|1|10|VICKI LAWRENCE|The Night The Lights Went Out In Georgia|04-14-1973|216
2305|1|9|VICKI LAWRENCE|The Night The Lights Went Out In Georgia|04-07-1973|216
2306|1|10|ROBERTA FLACK|Killing Me Softly With His Song|03-31-1973|290
2307|1|10|THE O'JAYS|Love Train|03-24-1973|178
2308|1|8|ROBERTA FLACK|Killing Me Softly With His Song|03-17-1973|290
2309|1|7|ROBERTA FLACK|Killing Me Softly With His Song|03-10-1973|290
2310|1|6|ROBERTA FLACK|Killing Me Softly With His Song|03-03-1973|290
2311|1|5|ROBERTA FLACK|Killing Me Softly With His Song|02-24-1973|290
2312|1|11|ELTON JOHN|Crocodile Rock|02-17-1973|236
2313|1|10|ELTON JOHN|Crocodile Rock|02-10-1973|236
2314|1|9|ELTON JOHN|Crocodile Rock|02-03-1973|236
2315|1|11|STEVIE WONDER|Superstition|01-27-1973|240
2316|1|8|CARLY SIMON|You're So Vain|01-20-1973|258
2317|1|7|CARLY SIMON|You're So Vain|01-13-1973|258
2318|1|6|CARLY SIMON|You're So Vain|01-06-1973|258
2319|1|9|BILLY PAUL|Me And Mrs. Jones|12-30-1972|238
2320|1|8|BILLY PAUL|Me And Mrs. Jones|12-23-1972|238
2321|1|7|BILLY PAUL|Me And Mrs. Jones|12-16-1972|238
2322|1|13|HELEN REDDY|I Am Woman|12-09-1972|194
2323|1|8|THE TEMPTATIONS|Papa Was A Rollin' Stone|12-02-1972|289
2324|1|12|JOHNNY NASH|I Can See Clearly Now|11-25-1972|170
2325|1|11|JOHNNY NASH|I Can See Clearly Now|11-18-1972|170
2326|1|10|JOHNNY NASH|I Can See Clearly Now|11-11-1972|170
2327|1|9|JOHNNY NASH|I Can See Clearly Now|11-04-1972|170
2328|1|13|CHUCK BERRY|My Ding-A-Ling|10-28-1972|258
2329|1|12|CHUCK BERRY|My Ding-A-Ling|10-21-1972|258
2330|1|11|MICHAEL JACKSON|Ben|10-14-1972|164
2331|1|15|MAC DAVIS|Baby Don't Get Hooked On Me|10-07-1972|186
2332|1|14|MAC DAVIS|Baby Don't Get Hooked On Me|09-30-1972|186
2333|1|13|MAC DAVIS|Baby Don't Get Hooked On Me|09-23-1972|186
2334|1|6|THREE DOG NIGHT|Black & White|09-16-1972|204
2335|1|13|GILBERT O'SULLIVAN|Alone Again (Naturally)|09-09-1972|216
2336|1|12|GILBERT O'SULLIVAN|Alone Again (Naturally)|09-02-1972|216
2337|1|11|LOOKING GLASS|Brandy (You're A Fine Girl)|08-26-1972|202
2338|1|10|GILBERT O'SULLIVAN|Alone Again (Naturally)|08-19-1972|216
2339|1|9|GILBERT O'SULLIVAN|Alone Again (Naturally)|08-12-1972|216
2340|1|8|GILBERT O'SULLIVAN|Alone Again (Naturally)|08-05-1972|216
2341|1|7|GILBERT O'SULLIVAN|Alone Again (Naturally)|07-29-1972|216
2342|1|14|BILL WITHERS|Lean On Me|07-22-1972|258
2343|1|13|BILL WITHERS|Lean On Me|07-15-1972|258
2344|1|12|BILL WITHERS|Lean On Me|07-08-1972|258
2345|1|9|NEIL DIAMOND|Song Sung Blue|07-01-1972|194
2346|1|16|SAMMY DAVIS JR. with THE MIKE CURB CONGREGATION|The Candy Man|06-24-1972|190
2347|1|15|SAMMY DAVIS JR. with THE MIKE CURB CONGREGATION|The Candy Man|06-17-1972|190
2348|1|14|SAMMY DAVIS JR. with THE MIKE CURB CONGREGATION|The Candy Man|06-10-1972|190
2349|1|9|THE STAPLE SINGERS|I'll Take You There|06-03-1972|198
2350|1|8|THE CHI-LITES|Oh Girl|05-27-1972|216
2351|1|12|ROBERTA FLACK|The First Time Ever I Saw Your Face|05-20-1972|321
2352|1|11|ROBERTA FLACK|The First Time Ever I Saw Your Face|05-13-1972|321
2353|1|10|ROBERTA FLACK|The First Time Ever I Saw Your Face|05-06-1972|321
2354|1|9|ROBERTA FLACK|The First Time Ever I Saw Your Face|04-29-1972|321
2355|1|8|ROBERTA FLACK|The First Time Ever I Saw Your Face|04-22-1972|321
2356|1|7|ROBERTA FLACK|The First Time Ever I Saw Your Face|04-15-1972|321
2357|1|8|AMERICA|A Horse With No Name|04-08-1972|249
2358|1|7|AMERICA|A Horse With No Name|04-01-1972|249
2359|1|6|AMERICA|A Horse With No Name|03-25-1972|249
2360|1|7|NEIL YOUNG|Heart Of Gold|03-18-1972|229
2361|1|13|NILSSON|Without You|03-11-1972|204
2362|1|12|NILSSON|Without You|03-04-1972|204
2363|1|11|NILSSON|Without You|02-26-1972|204
2364|1|10|NILSSON|Without You|02-19-1972|204
2365|1|11|AL GREEN|Let's Stay Together|02-12-1972|197
2366|1|11|DON McLEAN|American Pie (Parts 1 And 2)|02-05-1972|513
2367|1|10|DON McLEAN|American Pie (Parts 1 And 2)|01-29-1972|513
2368|1|9|DON McLEAN|American Pie (Parts 1 And 2)|01-22-1972|513
2369|1|8|DON McLEAN|American Pie (Parts 1 And 2)|01-15-1972|513
2370|1|11|MELANIE|Brand New Key|01-08-1972|144
2371|1|10|MELANIE|Brand New Key|01-01-1972|144
2372|1|9|MELANIE|Brand New Key|12-25-1971|144
2373|1|7|SLY AND THE FAMILY STONE|Family Affair|12-18-1971|301
2374|1|6|SLY AND THE FAMILY STONE|Family Affair|12-11-1971|301
2375|1|5|SLY AND THE FAMILY STONE|Family Affair|12-04-1971|301
2376|1|7|ISAAC HAYES|Theme From "Shaft"|11-27-1971|277
2377|1|6|ISAAC HAYES|Theme From "Shaft"|11-20-1971|277
2378|1|9|CHER|Gypsys, Tramps And Thieves|11-13-1971|156
2379|1|8|CHER|Gypsys, Tramps And Thieves|11-06-1971|156
2380|1|16|ROD STEWART|Reason To Believe / Maggie May|10-30-1971|298
2381|1|15|ROD STEWART|Reason To Believe / Maggie May|10-23-1971|298
2382|1|14|ROD STEWART|Reason To Believe / Maggie May|10-16-1971|298
2383|1|13|ROD STEWART|Reason To Believe / Maggie May|10-09-1971|298
2384|1|12|ROD STEWART|Reason To Believe / Maggie May|10-02-1971|298
2385|1|8|DONNY OSMOND|Go Away Little Girl|09-25-1971|151
2386|1|7|DONNY OSMOND|Go Away Little Girl|09-18-1971|151
2387|1|6|DONNY OSMOND|Go Away Little Girl|09-11-1971|151
2388|1|4|PAUL AND LINDA McCARTNEY|Uncle Albert / Admiral Halsey|09-04-1971|294
2389|1|10|BEE GEES|How Can You Mend A Broken Heart|08-28-1971|221
2390|1|9|BEE GEES|How Can You Mend A Broken Heart|08-21-1971|221
2391|1|8|BEE GEES|How Can You Mend A Broken Heart|08-14-1971|221
2392|1|7|BEE GEES|How Can You Mend A Broken Heart|08-07-1971|221
2393|1|9|JAMES TAYLOR|You've Got A Friend|07-31-1971|301
2394|1|18|RAIDERS|Indian Reservation|07-24-1971|174
2395|1|11|CAROLE KING|It's Too Late / I Feel The Earth Move|07-17-1971|180
2396|1|10|CAROLE KING|It's Too Late / I Feel The Earth Move|07-10-1971|180
2397|1|9|CAROLE KING|It's Too Late / I Feel The Earth Move|07-03-1971|180
2398|1|8|CAROLE KING|It's Too Late / I Feel The Earth Move|06-26-1971|180
2399|1|7|CAROLE KING|It's Too Late / I Feel The Earth Move|06-19-1971|180
2400|1|10|HONEY CONE|Want Ads|06-12-1971|167
2401|1|6|ROLLING STONES|Brown Sugar|06-05-1971|229
2402|1|5|ROLLING STONES|Brown Sugar|05-28-1971|229
2403|1|11|THREE DOG NIGHT|Joy To The World|05-21-1971|197
2404|1|10|THREE DOG NIGHT|Joy To The World|05-14-1971|197
2405|1|9|THREE DOG NIGHT|Joy To The World|05-07-1971|197
2406|1|8|THREE DOG NIGHT|Joy To The World|04-30-1971|197
2407|1|7|THREE DOG NIGHT|Joy To The World|04-24-1971|197
