Index|Chart|Weeks|Artist|Track|Date|Length
2408|1|6|THREE DOG NIGHT|Joy To The World|04-17-1971|197
2411|1|9|JANIS JOPLIN|Me & Bobby McGee|03-27-1971|275
2412|1|8|JANIS JOPLIN|Me & Bobby McGee|03-20-1971|275
2413|1|11|OSMONDS|One Bad Apple|03-13-1971|165
2414|1|10|OSMONDS|One Bad Apple|03-06-1971|165
2415|1|9|OSMONDS|One Bad Apple|02-27-1971|165
2416|1|8|OSMONDS|One Bad Apple|02-20-1971|165
2417|1|7|OSMONDS|One Bad Apple|02-13-1971|165
2418|1|12|DAWN|Knock Three Times|02-06-1971|179
2419|1|11|DAWN|Knock Three Times|01-30-1971|179
2420|1|10|DAWN|Knock Three Times|01-23-1971|179
2421|1|8|GEORGE HARRISON|My Sweet Lord / Isn't It A Pity|01-16-1971|430
2422|1|7|GEORGE HARRISON|My Sweet Lord / Isn't It A Pity|01-09-1971|430
2423|1|6|GEORGE HARRISON|My Sweet Lord / Isn't It A Pity|01-02-1971|430
2424|1|5|GEORGE HARRISON|My Sweet Lord / Isn't It A Pity|12-25-1970|430
2425|1|10|SMOKEY ROBINSON & THE MIRACLES|Tears Of A Clown|12-18-1970|183
2426|1|9|SMOKEY ROBINSON & THE MIRACLES|Tears Of A Clown|12-11-1970|183
2427|1|11|PARTRIDGE FAMILY|I Think I Love You|12-04-1970|174
2428|1|10|PARTRIDGE FAMILY|I Think I Love You|11-27-1970|174
2429|1|9|PARTRIDGE FAMILY|I Think I Love You|11-20-1970|174
2430|1|9|JACKSON FIVE|I'll Be There|11-13-1970|237
2431|1|8|JACKSON FIVE|I'll Be There|11-06-1970|237
2432|1|7|JACKSON FIVE|I'll Be There|10-30-1970|237
2433|1|6|JACKSON FIVE|I'll Be There|10-23-1970|237
2434|1|5|JACKSON FIVE|I'll Be There|10-16-1970|237
2436|1|9|DIANA ROSS|Ain't No Mountain High Enough|10-02-1970|222
2437|1|8|DIANA ROSS|Ain't No Mountain High Enough|09-25-1970|222
2438|1|7|DIANA ROSS|Ain't No Mountain High Enough|09-18-1970|222
2439|1|11|EDWIN STARR|War|09-11-1970|192
2440|1|10|EDWIN STARR|War|09-04-1970|192
2441|1|9|EDWIN STARR|War|08-28-1970|192
2442|1|11|BREAD|Make It With You|08-21-1970|191
2443|1|9|CARPENTERS|(They Long To Be) Close To You|08-14-1970|217
2444|1|8|CARPENTERS|(They Long To Be) Close To You|08-07-1970|217
2445|1|7|CARPENTERS|(They Long To Be) Close To You|07-31-1970|217
2446|1|6|CARPENTERS|(They Long To Be) Close To You|07-24-1970|217
2447|1|9|THREE DOG NIGHT|Mama Told Me Not To Come|07-17-1970|190
2448|1|8|THREE DOG NIGHT|Mama Told Me Not To Come|07-10-1970|190
2449|1|6|JACKSON FIVE|The Love You Save|07-03-1970|63
2450|1|5|JACKSON FIVE|The Love You Save|06-26-1970|63
2451|1|5|BEATLES|The Long And Winding Road|06-19-1970|218
2452|1|4|BEATLES|The Long And Winding Road|06-12-1970|218
2453|1|11|RAY STEVENS|Everything Is Beautiful|06-05-1970|211
2454|1|10|RAY STEVENS|Everything Is Beautiful|05-30-1970|211
2455|1|10|GUESS WHO|American Woman / No Sugar Tonight|05-23-1970|124
2456|1|9|GUESS WHO|American Woman / No Sugar Tonight|05-16-1970|124
2457|1|8|GUESS WHO|American Woman / No Sugar Tonight|05-09-1970|124
2458|1|8|JACKSON FIVE|ABC|05-02-1970|68
2459|1|7|JACKSON FIVE|ABC|04-25-1970|68
2460|1|5|BEATLES|Let It Be|04-18-1970|232
2461|1|4|BEATLES|Let It Be|04-11-1970|232
2462|1|9|SIMON AND GARFUNKEL|Bridge Over Troubled Water|04-04-1970|347
2463|1|8|SIMON AND GARFUNKEL|Bridge Over Troubled Water|03-28-1970|347
2464|1|7|SIMON AND GARFUNKEL|Bridge Over Troubled Water|03-21-1970|347
2465|1|6|SIMON AND GARFUNKEL|Bridge Over Troubled Water|03-14-1970|347
2466|1|5|SIMON AND GARFUNKEL|Bridge Over Troubled Water|03-07-1970|347
2467|1|4|SIMON AND GARFUNKEL|Bridge Over Troubled Water|02-28-1970|347
2470|1|11|SHOCKING BLUE|Venus|02-07-1970|182
2471|1|13|JACKSON FIVE|I Want You Back|01-31-1970|201
2476|1|8|DIANA ROSS & THE SUPREMES|Someday We'll Be Together|12-27-1969|212
2477|1|10|PETER, PAUL AND MARY|Leaving On A Jet Plane|12-20-1969|208
2478|1|11|STEAM|Na Na Hey Hey Kiss Him Goodbye|12-13-1969|239
2479|1|10|STEAM|Na Na Hey Hey Kiss Him Goodbye|12-06-1969|239
2480|1|7|BEATLES|Come Together / Something|11-29-1969|259
2481|1|9|5TH DIMENSION|Wedding Bell Blues|11-22-1969|164
2482|1|8|5TH DIMENSION|Wedding Bell Blues|11-15-1969|164
2483|1|7|5TH DIMENSION|Wedding Bell Blues|11-08-1969|164
2484|1|8|ELVIS PRESLEY|Suspicious Minds|11-01-1969|261
2487|1|17|THE ARCHIES|Sugar Sugar|10-11-1969|174
2488|1|16|THE ARCHIES|Sugar Sugar|10-04-1969|174
2489|1|15|THE ARCHIES|Sugar Sugar|09-27-1969|174
2490|1|14|THE ARCHIES|Sugar Sugar|09-20-1969|174
2491|1|9|ROLLING STONES|Honky Tonk Woman|09-13-1969|183
2492|1|8|ROLLING STONES|Honky Tonk Woman|09-06-1969|183
2493|1|7|ROLLING STONES|Honky Tonk Woman|08-30-1969|183
2494|1|6|ROLLING STONES|Honky Tonk Woman|08-23-1969|183
2495|1|10|ZAGER & EVANS|In The Year 2525|08-16-1969|166
2496|1|9|ZAGER & EVANS|In The Year 2525|08-09-1969|166
2497|1|8|ZAGER & EVANS|In The Year 2525|08-02-1969|166
2498|1|7|ZAGER & EVANS|In The Year 2525|07-26-1969|166
2499|1|6|ZAGER & EVANS|In The Year 2525|07-19-1969|166
2500|1|5|ZAGER & EVANS|In The Year 2525|07-12-1969|166
2501|1|11|HENRY MANCINI AND HIS ORCHESTRA|Love Theme From Romeo And Juliet|07-05-1969|153
2502|1|10|HENRY MANCINI AND HIS ORCHESTRA|Love Theme From Romeo And Juliet|06-28-1969|153
2503|1|7|THE BEATLES with BILLY PRESTON|Get Back|06-21-1969|194
2504|1|6|THE BEATLES with BILLY PRESTON|Get Back|06-14-1969|194
2505|1|5|THE BEATLES with BILLY PRESTON|Get Back|06-07-1969|194
2506|1|4|THE BEATLES with BILLY PRESTON|Get Back|05-31-1969|194
2507|1|3|THE BEATLES with BILLY PRESTON|Get Back|05-24-1969|194
2508|1|11|5TH DIMENSION|Aquarius / Let The Sunshine In|05-17-1969|245
2509|1|10|5TH DIMENSION|Aquarius / Let The Sunshine In|05-10-1969|245
2510|1|9|5TH DIMENSION|Aquarius / Let The Sunshine In|05-03-1969|245
2511|1|8|5TH DIMENSION|Aquarius / Let The Sunshine In|04-26-1969|245
2512|1|7|5TH DIMENSION|Aquarius / Let The Sunshine In|04-19-1969|245
2513|1|6|5TH DIMENSION|Aquarius / Let The Sunshine In|04-12-1969|245
2518|1|16|SLY AND THE FAMILY STONE|Everyday People|03-08-1969|138
2519|1|15|SLY AND THE FAMILY STONE|Everyday People|03-01-1969|138
2520|1|14|SLY AND THE FAMILY STONE|Everyday People|02-22-1969|138
2521|1|13|SLY AND THE FAMILY STONE|Everyday People|02-15-1969|138
2522|1|9|TOMMY JAMES AND THE SHONDELLS|Crimson And Clover|02-08-1969|326
2523|1|8|TOMMY JAMES AND THE SHONDELLS|Crimson And Clover|02-01-1969|326
2524|1|11|MARVIN GAYE|I Heard It Through The Grapevine|01-25-1969|179
2525|1|10|MARVIN GAYE|I Heard It Through The Grapevine|01-18-1969|179
2526|1|9|MARVIN GAYE|I Heard It Through The Grapevine|01-11-1969|179
2527|1|8|MARVIN GAYE|I Heard It Through The Grapevine|01-04-1969|179
2528|1|7|MARVIN GAYE|I Heard It Through The Grapevine|12-28-1968|179
2529|1|6|MARVIN GAYE|I Heard It Through The Grapevine|12-21-1968|179
2530|1|5|MARVIN GAYE|I Heard It Through The Grapevine|12-14-1968|179
2531|1|8|DIANA ROSS AND THE SUPREMES|Love Child|12-07-1968|177
2532|1|7|DIANA ROSS AND THE SUPREMES|Love Child|11-30-1968|177
2533|1|11|THE BEATLES|Hey Jude|11-23-1968|438
2534|1|10|THE BEATLES|Hey Jude|11-16-1968|438
2535|1|9|THE BEATLES|Hey Jude|11-09-1968|438
2536|1|8|THE BEATLES|Hey Jude|11-02-1968|438
2537|1|7|THE BEATLES|Hey Jude|10-26-1968|438
2538|1|6|THE BEATLES|Hey Jude|10-19-1968|438
2539|1|5|THE BEATLES|Hey Jude|10-12-1968|438
2540|1|4|THE BEATLES|Hey Jude|10-05-1968|438
2541|1|3|THE BEATLES|Hey Jude|09-28-1968|438
2542|1|5|JEANNIE C. RILEY|Harper Valley P.T.A.|09-21-1968|133
2543|1|10|THE RASCALS|People Got To Be Free|09-14-1968|177
2544|1|9|THE RASCALS|People Got To Be Free|09-07-1968|177
2545|1|8|THE RASCALS|People Got To Be Free|08-31-1968|177
2546|1|7|THE RASCALS|People Got To Be Free|08-24-1968|177
2547|1|6|THE RASCALS|People Got To Be Free|08-17-1968|177
2550|1|8|HUGH MASEKELA|Grazing In The Grass|07-27-1968|175
2551|1|7|HUGH MASEKELA|Grazing In The Grass|07-20-1968|175
2552|1|10|HERB ALPERT|This Guy's In Love With You|07-13-1968|234
2553|1|9|HERB ALPERT|This Guy's In Love With You|07-06-1968|234
2554|1|8|HERB ALPERT|This Guy's In Love With You|06-29-1968|234
2555|1|7|HERB ALPERT|This Guy's In Love With You|06-22-1968|234
2556|1|8|SIMON AND GARFUNKEL|Mrs. Robinson|06-15-1968|243
2557|1|7|SIMON AND GARFUNKEL|Mrs. Robinson|06-08-1968|243
2558|1|6|SIMON AND GARFUNKEL|Mrs. Robinson|06-01-1968|243
2559|1|9|ARCHIE BELL AND THE DRELLS|Tighten Up|05-25-1968|158
2560|1|8|ARCHIE BELL AND THE DRELLS|Tighten Up|05-18-1968|158
2561|1|8|BOBBY GOLDSBORO|Honey|05-11-1968|230
2562|1|7|BOBBY GOLDSBORO|Honey|05-04-1968|230
2563|1|6|BOBBY GOLDSBORO|Honey|04-27-1968|230
2564|1|5|BOBBY GOLDSBORO|Honey|04-20-1968|230
2565|1|4|BOBBY GOLDSBORO|Honey|04-13-1968|230
2566|1|11|OTIS REDDING|(Sitin' On) The Dock Of The Bay|04-06-1968|162
2567|1|10|OTIS REDDING|(Sitin' On) The Dock Of The Bay|03-30-1968|162
2568|1|9|OTIS REDDING|(Sitin' On) The Dock Of The Bay|03-23-1968|162
2569|1|8|OTIS REDDING|(Sitin' On) The Dock Of The Bay|03-16-1968|162
2570|1|12|PAUL MAURIAT AND HIS ORCHESTRA|Love Is Blue|03-09-1968|156
2571|1|11|PAUL MAURIAT AND HIS ORCHESTRA|Love Is Blue|03-02-1968|156
2572|1|10|PAUL MAURIAT AND HIS ORCHESTRA|Love Is Blue|02-24-1968|156
2573|1|9|PAUL MAURIAT AND HIS ORCHESTRA|Love Is Blue|02-17-1968|156
2574|1|8|PAUL MAURIAT AND HIS ORCHESTRA|Love Is Blue|02-10-1968|156
2575|1|10|THE LEMON PIPERS|Green Tambourine|02-03-1968|145
2578|1|7|THE BEATLES|Hello Goodbye|01-13-1968|209
2579|1|6|THE BEATLES|Hello Goodbye|01-06-1968|209
2580|1|5|THE BEATLES|Hello Goodbye|12-30-1967|209
2581|1|7|THE MONKEES|Daydream Believer|12-23-1967|176
2582|1|6|THE MONKEES|Daydream Believer|12-16-1967|176
2583|1|5|THE MONKEES|Daydream Believer|12-09-1967|176
2584|1|4|THE MONKEES|Daydream Believer|12-02-1967|176
2585|1|10|STRAWBERRY ALARM CLOCK|Incense And Peppermints|11-25-1967|167
2586|1|13|LULU|To Sir With Love|11-18-1967|166
2587|1|12|LULU|To Sir With Love|11-11-1967|166
2588|1|11|LULU|To Sir With Love|11-04-1967|166
2589|1|10|LULU|To Sir With Love|10-28-1967|166
2590|1|9|LULU|To Sir With Love|10-21-1967|166
2591|1|10|THE BOX TOPS|The Letter|10-14-1967|114
2592|1|9|THE BOX TOPS|The Letter|10-07-1967|114
2593|1|8|THE BOX TOPS|The Letter|09-30-1967|114
2594|1|7|THE BOX TOPS|The Letter|09-23-1967|114
2599|1|5|THE BEATLES|All You Need Is Love|08-19-1967|242
2600|1|12|THE DOORS|Light My Fire|08-12-1967|172
2601|1|11|THE DOORS|Light My Fire|08-05-1967|172
2602|1|10|THE DOORS|Light My Fire|07-29-1967|172
2603|1|9|THE ASSOCIATION|Windy|07-22-1967|172
2604|1|8|THE ASSOCIATION|Windy|07-15-1967|172
2605|1|7|THE ASSOCIATION|Windy|07-08-1967|172
2606|1|6|THE ASSOCIATION|Windy|07-01-1967|172
2607|1|10|THE YOUNG RASCALS|Groovin'|06-24-1967|145
2608|1|9|THE YOUNG RASCALS|Groovin'|06-17-1967|145
2609|1|7|ARETHA FRANKLIN|Respect|06-10-1967|185
2610|1|6|ARETHA FRANKLIN|Respect|06-03-1967|185
2611|1|6|THE YOUNG RASCALS|Groovin'|05-27-1967|145
2612|1|5|THE YOUNG RASCALS|Groovin'|05-20-1967|145
2613|1|7|THE SUPREMES|The Happening|05-13-1967|170
2614|1|8|NANCY SINATRA & FRANK SINATRA|Somethin' Stupid|05-06-1967|159
2615|1|7|NANCY SINATRA & FRANK SINATRA|Somethin' Stupid|04-29-1967|159
2616|1|6|NANCY SINATRA & FRANK SINATRA|Somethin' Stupid|04-22-1967|159
2617|1|5|NANCY SINATRA & FRANK SINATRA|Somethin' Stupid|04-15-1967|159
2618|1|10|THE TURTLES|Happy Together|04-08-1967|174
2619|1|9|THE TURTLES|Happy Together|04-01-1967|174
2620|1|8|THE TURTLES|Happy Together|03-25-1967|174
2621|1|5|THE BEATLES|Penny Lane|03-18-1967|178
2622|1|7|THE SUPREMES|Love Is Here And Now You're Gone|03-11-1967|169
2623|1|7|THE ROLLING STONES|Ruby Tuesday|03-04-1967|198
2624|1|11|THE BUCKINGHAMS|Kind Of A Drag|02-25-1967|126
2625|1|10|THE BUCKINGHAMS|Kind Of A Drag|02-18-1967|126
2626|1|10|THE MONKEES|I'm A Believer|02-11-1967|165
2627|1|9|THE MONKEES|I'm A Believer|02-04-1967|165
2628|1|8|THE MONKEES|I'm A Believer|01-28-1967|165
2629|1|7|THE MONKEES|I'm A Believer|01-21-1967|165
2630|1|6|THE MONKEES|I'm A Believer|01-14-1967|165
2631|1|5|THE MONKEES|I'm A Believer|01-07-1967|165
2632|1|4|THE MONKEES|I'm A Believer|12-31-1966|165
2633|1|9|THE NEW VAUDEVILLE BAND|Winchester Cathedral|12-24-1966|145
2634|1|8|THE NEW VAUDEVILLE BAND|Winchester Cathedral|12-17-1966|145
2635|1|8|THE BEACH BOYS|Good Vibrations|12-10-1966|1015
2636|1|6|THE NEW VAUDEVILLE BAND|Winchester Cathedral|12-03-1966|145
2637|1|5|THE SUPREMES|You Keep Me Hangin' On|11-26-1966|174
2638|1|4|THE SUPREMES|You Keep Me Hangin' On|11-19-1966|174
2639|1|9|JOHNNY RIVERS|Poor Side Of Town|11-12-1966|183
2640|1|10|THE MONKEES|Last Train To Clarksville|11-05-1966|160
2641|1|10|? (QUESTION MARK) AND THE MYSTERIANS|96 Tears|10-29-1966|538
2644|1|7|THE ASSOCIATION|Cherish|10-08-1966|289
2645|1|6|THE ASSOCIATION|Cherish|10-01-1966|289
2646|1|5|THE ASSOCIATION|Cherish|09-24-1966|289
2647|1|7|THE SUPREMES|You Can't Hurry Love|09-17-1966|166
2648|1|6|THE SUPREMES|You Can't Hurry Love|09-10-1966|166
2650|1|8|LOVIN' SPOONFUL|Summer In The City|08-27-1966|159
2651|1|7|LOVIN' SPOONFUL|Summer In The City|08-20-1966|159
2652|1|6|LOVIN' SPOONFUL|Summer In The City|08-13-1966|159
2653|1|7|TROGGS|Wild Thing|08-06-1966|157
2654|1|6|TROGGS|Wild Thing|07-30-1966|157
2655|1|8|TOMMY JAMES AND THE SHONDELLS|Hanky Panky|07-23-1966|176
2656|1|7|TOMMY JAMES AND THE SHONDELLS|Hanky Panky|07-16-1966|176
2657|1|5|BEATLES|Paperback Writer|07-09-1966|146
2658|1|9|FRANK SINATRA|Strangers In The Night|07-02-1966|152
2659|1|3|BEATLES|Paperback Writer|06-25-1966|146
2660|1|6|ROLLING STONES|Paint It Black|06-18-1966|225
2661|1|5|ROLLING STONES|Paint It Black|06-11-1966|225
2662|1|9|PERCY SLEDGE|When A Man Loves A Woman|06-04-1966|175
2663|1|8|PERCY SLEDGE|When A Man Loves A Woman|05-28-1966|175
2664|1|7|MAMAS AND THE PAPAS|Monday Monday|05-21-1966|202
2665|1|6|MAMAS AND THE PAPAS|Monday Monday|05-14-1966|202
2666|1|5|MAMAS AND THE PAPAS|Monday Monday|05-07-1966|202
2668|1|8|RIGHTEOUS BROTHERS|(You're My) Soul And Inspiration|04-23-1966|185
2669|1|7|RIGHTEOUS BROTHERS|(You're My) Soul And Inspiration|04-16-1966|185
2670|1|6|RIGHTEOUS BROTHERS|(You're My) Soul And Inspiration|04-09-1966|185
2671|1|9|SGT. BARRY SADLER|Ballad Of The Green Berets|04-02-1966|148
2672|1|8|SGT. BARRY SADLER|Ballad Of The Green Berets|03-26-1966|148
2673|1|7|SGT. BARRY SADLER|Ballad Of The Green Berets|03-19-1966|148
2674|1|6|SGT. BARRY SADLER|Ballad Of The Green Berets|03-12-1966|148
2675|1|5|SGT. BARRY SADLER|Ballad Of The Green Berets|03-05-1966|148
2676|1|8|NANCY SINATRA|These Boots Are Made For Walkin'|02-26-1966|167
2680|1|8|BEATLES|We Can Work It Out|01-29-1966|135
2681|1|11|SIMON AND GARFUNKEL|The Sounds Of Silence|01-22-1966|188
2682|1|6|BEATLES|We Can Work It Out|01-15-1966|135
2683|1|5|BEATLES|We Can Work It Out|01-08-1966|135
2684|1|8|SIMON AND GARFUNKEL|The Sounds Of Silence|01-01-1966|188
2686|1|9|BYRDS|Turn Turn Turn|12-18-1965|214
2687|1|8|BYRDS|Turn Turn Turn|12-11-1965|214
2688|1|7|BYRDS|Turn Turn Turn|12-04-1965|214
2689|1|6|SUPREMES|I Hear A Symphony|11-27-1965|161
2690|1|5|SUPREMES|I Hear A Symphony|11-20-1965|161
2691|1|6|ROLLING STONES|Get Off My Cloud|11-13-1965|176
2692|1|5|ROLLING STONES|Get Off My Cloud|11-06-1965|176
2693|1|7|BEATLES|Yesterday|10-30-1965|128
2694|1|6|BEATLES|Yesterday|10-23-1965|128
2695|1|5|BEATLES|Yesterday|10-16-1965|128
2696|1|4|BEATLES|Yesterday|10-09-1965|128
2697|1|8|McCOYS|Hang On Sloopy|10-02-1965|184
2698|1|7|BARRY McGUIRE|Eve Of Destruction|09-25-1965|208
2699|1|8|BEATLES|Help|09-18-1965|141
2700|1|7|BEATLES|Help|09-11-1965|141
2701|1|6|BEATLES|Help|09-04-1965|141
2702|1|8|SONNY & CHER|I Got You Babe|08-28-1965|189
2703|1|7|SONNY & CHER|I Got You Babe|08-21-1965|189
2704|1|6|SONNY & CHER|I Got You Babe|08-14-1965|189
2705|1|6|HERMAN'S HERMITS|I'm Henry The VIII I Am|08-07-1965|111
2706|1|8|ROLLING STONES|Satisfaction|07-31-1965|225
2707|1|7|ROLLING STONES|Satisfaction|07-24-1965|225
2708|1|6|ROLLING STONES|Satisfaction|07-17-1965|225
2709|1|5|ROLLING STONES|Satisfaction|07-10-1965|225
2710|1|8|FOUR TOPS|I Can't Help Myself|07-03-1965|210
2711|1|8|BYRDS|Mr. Tambourine Man|06-26-1965|138
2712|1|6|FOUR TOPS|I Can't Help Myself|06-19-1965|210
2713|1|7|SUPREMES|Back In My Arms Again|06-12-1965|176
2714|1|8|BEACH BOYS|Help Me Rhonda|06-05-1965|167
2715|1|7|BEACH BOYS|Help Me Rhonda|05-29-1965|167
2716|1|5|BEATLES|Ticket To Ride|05-22-1965|187
2717|1|5|HERMAN'S HERMITS|Mrs. Brown You've Got A Lovely Daughter|05-15-1965|160
2718|1|4|HERMAN'S HERMITS|Mrs. Brown You've Got A Lovely Daughter|05-08-1965|160
2719|1|3|HERMAN'S HERMITS|Mrs. Brown You've Got A Lovely Daughter|05-01-1965|160
2720|1|7|WAYNE FONTANA AND THE MINDBENDERS|Game Of Love|04-24-1965|127
2721|1|6|FREDDIE AND THE DREAMERS|I'm Telling You Now|04-17-1965|128
2722|1|5|FREDDIE AND THE DREAMERS|I'm Telling You Now|04-10-1965|128
2723|1|7|SUPREMES|Stop! In The Name Of Love|04-03-1965|175
2724|1|6|SUPREMES|Stop! In The Name Of Love|03-27-1965|175
2725|1|5|BEATLES|Eight Days A Week|03-20-1965|165
2726|1|4|BEATLES|Eight Days A Week|03-13-1965|165
2727|1|8|TEMPTATIONS|My Girl|03-06-1965|179
2728|1|9|GARY LEWIS & THE PLAYBOYS|This Diamond Ring|02-27-1965|130
2729|1|8|GARY LEWIS & THE PLAYBOYS|This Diamond Ring|02-20-1965|130
2730|1|11|RIGHTEOUS BROTHERS|You've Lost That Lovin' Feeling|02-13-1965|155
2731|1|10|RIGHTEOUS BROTHERS|You've Lost That Lovin' Feeling|02-06-1965|155
2734|1|10|SUPREMES|Come See About Me|01-16-1965|163
2735|1|6|BEATLES|I Feel Fine|01-09-1965|143
2736|1|5|BEATLES|I Feel Fine|01-02-1965|143
2737|1|4|BEATLES|I Feel Fine|12-26-1964|143
2738|1|6|SUPREMES|Come See About Me|12-19-1964|163
2739|1|7|BOBBY VINTON|Mr. Lonely|12-12-1964|162
2740|1|7|LORNE GREENE|Ringo|12-05-1964|180
2741|1|8|THE SHANGRI-LAS|The Leader Of The Pack|11-28-1964|174
2742|1|8|SUPREMES|Baby Love|11-21-1964|204
2743|1|7|SUPREMES|Baby Love|11-14-1964|204
2744|1|6|SUPREMES|Baby Love|11-07-1964|204
2745|1|5|SUPREMES|Baby Love|10-31-1964|204
2746|1|8|MANFRED MANN|Do Wah Diddy Diddy|10-24-1964|139
2747|1|7|MANFRED MANN|Do Wah Diddy Diddy|10-17-1964|139
2748|1|8|ROY ORBISON|Oh Pretty Woman|10-10-1964|184
2749|1|7|ROY ORBISON|Oh Pretty Woman|10-03-1964|184
2750|1|6|ROY ORBISON|Oh Pretty Woman|09-26-1964|184
2751|1|7|THE ANIMALS|House Of The Rising Sun|09-19-1964|269
2752|1|6|THE ANIMALS|House Of The Rising Sun|09-12-1964|269
2753|1|5|THE ANIMALS|House Of The Rising Sun|09-05-1964|269
2754|1|8|SUPREMES|Where Did Our Love Go|08-29-1964|153
2755|1|7|SUPREMES|Where Did Our Love Go|08-22-1964|153
2756|1|9|DEAN MARTIN|Everybody Loves Somebody|08-15-1964|166
2757|1|4|BEATLES|A Hard Day's Night|08-08-1964|152
2758|1|3|BEATLES|A Hard Day's Night|08-01-1964|152
2759|1|6|FOUR SEASONS|Rag Doll|07-25-1964|151
2760|1|5|FOUR SEASONS|Rag Doll|07-18-1964|151
2761|1|8|BEACH BOYS|I Get Around|07-11-1964|133
2762|1|7|BEACH BOYS|I Get Around|07-04-1964|133
2763|1|9|PETER & GORDON|A World Without Love|06-27-1964|160
2764|1|9|DIXIE CUPS|Chapel Of Love|06-20-1964|165
2765|1|8|DIXIE CUPS|Chapel Of Love|06-13-1964|165
2766|1|7|DIXIE CUPS|Chapel Of Love|06-06-1964|165
2767|1|8|BEATLES|Love Me Do|05-30-1964|144
2768|1|8|MARY WELLS|My Guy|05-23-1964|195
2769|1|7|MARY WELLS|My Guy|05-16-1964|195
2770|1|13|LOUIS ARMSTRONG|Hello Dolly|05-09-1964|143
2771|1|6|BEATLES|Can't Buy Me Love|05-02-1964|134
2772|1|5|BEATLES|Can't Buy Me Love|04-25-1964|134
2773|1|4|BEATLES|Can't Buy Me Love|04-18-1964|134
2774|1|3|BEATLES|Can't Buy Me Love|04-11-1964|134
2775|1|2|BEATLES|Can't Buy Me Love|04-04-1964|134
2776|1|10|BEATLES|She Loves You|03-28-1964|142
2777|1|9|BEATLES|She Loves You|03-21-1964|142
2778|1|9|BEATLES|I Want To Hold Your Hand|03-14-1964|140
2779|1|8|BEATLES|I Want To Hold Your Hand|03-07-1964|140
2780|1|7|BEATLES|I Want To Hold Your Hand|02-29-1964|140
2781|1|6|BEATLES|I Want To Hold Your Hand|02-22-1964|140
2782|1|5|BEATLES|I Want To Hold Your Hand|02-15-1964|140
2783|1|4|BEATLES|I Want To Hold Your Hand|02-08-1964|140
2784|1|3|THE BEATLES|I Want To Hold Your Hand|02-01-1964|140
2785|1|9|BOBBY VINTON|There I've Said It Again|01-25-1964|143
2786|1|8|BOBBY VINTON|There I've Said It Again|01-18-1964|143
2787|1|7|BOBBY VINTON|There I've Said It Again|01-11-1964|143
2788|1|6|BOBBY VINTON|There I've Said It Again|01-04-1964|143
2789|1|9|THE SINGING NUN|Dominique|12-28-1963|176
2790|1|8|THE SINGING NUN|Dominique|12-21-1963|176
2791|1|7|THE SINGING NUN|Dominique|12-14-1963|176
2792|1|6|THE SINGING NUN|Dominique|12-07-1963|176
2793|1|10|DALE AND GRACE|I'm Leaving It Up To You|11-30-1963|131
2794|1|9|DALE AND GRACE|I'm Leaving It Up To You|11-23-1963|131
2795|1|11|NINO TEMPO & APRIL STEVENS|Deep Purple|11-16-1963|161
2796|1|9|JIMMY GILMER AND THE FIREBALLS|Sugar Shack|11-09-1963|120
2797|1|8|JIMMY GILMER AND THE FIREBALLS|Sugar Shack|11-02-1963|120
2798|1|7|JIMMY GILMER AND THE FIREBALLS|Sugar Shack|10-26-1963|120
2799|1|6|JIMMY GILMER AND THE FIREBALLS|Sugar Shack|10-19-1963|120
2800|1|5|JIMMY GILMER AND THE FIREBALLS|Sugar Shack|10-12-1963|120
2801|1|9|BOBBY VINTON|Blue Velvet|10-05-1963|171
2802|1|8|BOBBY VINTON|Blue Velvet|09-28-1963|171
2803|1|7|BOBBY VINTON|Blue Velvet|09-21-1963|171
2804|1|7|THE ANGELS|My Boyfriend's Back|09-14-1963|131
2805|1|6|THE ANGELS|My Boyfriend's Back|09-07-1963|131
2806|1|5|THE ANGELS|My Boyfriend's Back|08-31-1963|131
2807|1|10|LITTLE STEVIE WONDER|Fingertips (Part 2)|08-24-1963|192
2808|1|9|LITTLE STEVIE WONDER|Fingertips (Part 2)|08-17-1963|192
2809|1|8|LITTLE STEVIE WONDER|Fingertips (Part 2)|08-10-1963|192
2810|1|11|THE TYMES|So Much In Love|08-03-1963|139
2811|1|8|JAN AND DEAN|Surf City|07-27-1963|144
2812|1|7|JAN AND DEAN|Surf City|07-20-1963|144
2813|1|7|THE ESSEX|Easier Said Than Done|07-13-1963|129
2814|1|6|THE ESSEX|Easier Said Than Done|07-06-1963|129
2815|1|8|KYU SAKAMOTO|Sukiyaki|06-29-1963|183
2816|1|7|KYU SAKAMOTO|Sukiyaki|06-22-1963|183
2817|1|6|KYU SAKAMOTO|Sukiyaki|06-15-1963|183
2818|1|5|LESLEY GORE|It's My Party|06-08-1963|133
2819|1|4|LESLEY GORE|It's My Party|06-01-1963|133
2820|1|11|JIMMY SOUL|If You Wanna Be Happy|05-25-1963|134
2821|1|10|JIMMY SOUL|If You Wanna Be Happy|05-18-1963|134
2822|1|8|LITTLE PEGGY MARCH|I Will Follow Him|05-11-1963|148
2823|1|7|LITTLE PEGGY MARCH|I Will Follow Him|05-04-1963|148
2824|1|6|LITTLE PEGGY MARCH|I Will Follow Him|04-27-1963|148
2825|1|9|THE CHIFFONS|He's So Fine|04-20-1963|114
2826|1|8|THE CHIFFONS|He's So Fine|04-13-1963|114
2827|1|7|THE CHIFFONS|He's So Fine|04-06-1963|114
